NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
MCGUIRE,1,4,6,40,14,7,55,12,176
MCGUIRE MANOR,0,2,9,25,4,12,14,4,157
MCGUIRE VETERANS HOSPITAL,0,0,0,11,3,2,8,7,30
MIDLOTHIAN,0,2,13,93,16,102,122,34,567
MONROE WARD,0,3,6,56,7,43,140,14,437
MONUMENT AVENUE PARK,0,0,2,6,3,0,24,4,75
MOSBY,5,1,11,110,12,39,36,8,329
MUSEUMS,0,0,0,14,1,3,24,3,92
NEWTOWNE WEST,0,1,3,10,2,6,19,1,86
NORTH HIGHLAND PARK,0,1,6,53,12,45,61,14,253
NORTHERN BARTON HEIGHTS,0,4,7,63,13,41,90,24,294
NORTHROP,1,1,4,68,18,18,38,12,150
OAK GROVE,4,2,5,47,25,71,72,22,303
OAKWOOD,0,1,3,18,9,5,38,15,94
OAKWOOD CEMETERY,0,0,0,0,0,1,1,0,13
OLD TOWN MANCHESTER,0,3,0,40,6,20,105,28,237
OREGON HILL,0,0,0,9,6,0,24,6,89
OXFORD,0,0,0,10,0,1,22,6,83
PARNELL INDUSTRIAL AREA,0,0,0,2,1,0,6,4,13
PETER PAUL,1,0,4,29,5,4,22,7,170
PINE CAMP,0,0,2,2,0,0,2,1,7
PINEY KNOLLS,0,1,6,59,13,12,39,13,190
POCOSHOCK,0,1,1,3,0,0,3,0,13
POWHITE PARK,0,1,0,0,0,1,0,2,7
PROVIDENCE PARK,1,0,3,21,5,27,32,4,100
RANDOLPH,1,5,3,33,18,7,53,15,180
REEDY CREEK,0,0,2,22,5,11,44,3,82
ROSEDALE,0,0,0,4,3,0,19,1,49
SAUER'S GARDENS,0,0,0,19,4,11,16,12,83
SCOTT'S ADDITION,1,1,1,18,3,8,65,5,151
SHERWOOD PARK,0,0,0,5,1,4,10,1,23
SHOCKOE BOTTOM,0,6,4,72,5,27,216,30,423
SHOCKOE SLIP,0,4,0,36,4,5,36,8,192
SOUTH GARDEN,0,2,1,47,13,7,49,14,150
SOUTHAMPTON,0,0,0,4,4,1,13,2,27
SOUTHERN BARTON HEIGHTS,0,2,2,18,10,7,20,2,81
SOUTHWOOD,0,7,26,94,15,22,56,22,250
STADIUM,0,0,0,0,0,0,3,1,10
STONEWALL COURT,0,0,0,1,0,0,9,1,10
STONY POINT,0,0,0,0,1,2,28,1,63
STRATFORD HILLS,0,1,0,5,9,2,41,6,89
SWANSBORO,1,1,4,83,19,41,175,19,353
SWANSBORO WEST,4,3,8,90,29,27,114,15,290
SWANSON,0,0,4,29,13,7,63,6,96
THE DIAMOND,0,1,1,17,1,7,38,9,145
THE FAN,0,13,20,139,69,17,507,73,914
THE MUSEUM DISTRICT,0,4,5,28,17,6,105,25,272
THREE CHOPT,0,0,3,2,1,2,19,3,74
UNION HILL,0,1,6,53,10,31,82,10,234
UNIVERSITY OF RICHMOND,0,0,0,0,0,0,0,0,2
UPPER SHOCKOE VALLEY,0,2,4,17,3,19,24,2,247
VCU,0,1,0,15,4,7,37,3,144
VIRGINIA UNION,0,1,3,32,18,66,65,14,191
WALMSLEY,0,5,4,38,9,7,28,5,114
WARWICK,0,0,0,11,1,1,4,3,32
WASHINGTON PARK,1,2,3,29,3,23,23,9,98
WESTHAMPTON,0,0,1,5,1,2,6,6,44
WESTLAKE HILLS,1,0,0,8,1,2,11,4,37
WESTOVER,3,2,3,49,32,10,49,13,147
WESTOVER HILLS,0,0,1,2,1,0,18,5,36
WESTOVER HILLS WEST,0,0,1,0,0,0,3,0,11
WHITCOMB,4,2,11,130,36,70,42,17,355
WILLOW LAWN,0,1,0,1,1,0,16,3,28
WILLOW OAKS,0,0,0,1,1,0,6,0,5
WILTON,0,0,0,0,0,0,4,3,19
WINDSOR,0,0,15,9,9,4,22,7,45
WINDSOR FARMS,0,0,0,1,2,0,13,2,20
WOODHAVEN,0,1,2,11,8,3,26,0,52
WOODLAND HEIGHTS,0,0,1,17,9,18,93,18,133
WOODVILLE,0,0,2,22,6,12,13,5,85
WORTHINGTON,0,0,0,8,3,3,13,7,44
