NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
HIGHLAND TERRACE,1,2,4,27,18,26,24,17,109
HILLSIDE COURT,3,2,8,94,28,78,16,10,153
HIOAKS,0,3,10,43,11,3,81,18,115
HOLLYWOOD CEMETERY,0,0,1,0,1,2,4,1,5
HUGUENOT,0,0,1,4,4,0,10,2,35
JACKSON WARD,0,2,32,59,38,59,156,38,272
JAHNKE,1,5,7,39,18,4,89,31,128
JEFF DAVIS,6,8,66,176,57,233,193,61,579
JOHN MARSHALL,1,2,6,78,16,32,41,26,135
LABURNUM PARK,0,0,0,1,4,0,9,5,16
MAGNOLIA INDUSTRIAL CENTER,0,0,0,2,0,2,4,7,12
MALVERN GARDENS,0,0,0,4,12,1,21,3,42
MANCHESTER,0,1,6,22,14,7,42,7,84
MARY MUNFORD,0,0,0,1,15,0,7,1,30
MAURY,0,0,2,5,1,27,25,4,36
MAYMONT,0,0,2,10,5,7,21,3,53
MAYMONT PARK,0,0,0,0,0,0,41,2,11
MCGUIRE,2,1,3,27,16,13,31,13,113
MCGUIRE MANOR,1,3,12,22,29,20,44,14,97
MCGUIRE VETERANS HOSPITAL,0,0,0,8,9,2,10,5,31
MIDLOTHIAN,3,6,41,99,54,51,380,76,334
MONROE WARD,1,4,14,68,22,35,181,27,676
MONUMENT AVENUE PARK,0,0,5,6,7,0,39,2,37
MOSBY,3,6,20,171,34,54,62,18,286
MUSEUMS,0,1,5,17,2,4,28,1,56
NEWTOWNE WEST,1,0,7,18,6,18,66,4,75
NORTH HIGHLAND PARK,3,5,11,96,42,38,78,63,245
NORTHERN BARTON HEIGHTS,2,4,29,127,65,72,141,40,343
NORTHROP,0,2,14,70,25,17,63,30,152
OAK GROVE,1,3,15,73,31,47,88,31,180
OAKWOOD,0,1,2,20,8,6,23,10,77
OAKWOOD CEMETERY,0,0,1,5,0,1,3,1,7
OLD TOWN MANCHESTER,0,0,3,11,11,8,96,14,51
OREGON HILL,0,1,4,17,5,2,35,4,83
OXFORD,0,1,1,17,5,3,27,6,62
PARNELL INDUSTRIAL AREA,0,0,0,3,3,6,14,2,10
PETER PAUL,0,1,5,21,18,6,21,9,46
PINE CAMP,0,0,0,1,0,1,1,0,1
PINEY KNOLLS,1,2,19,66,32,16,64,38,158
POCOSHOCK,0,1,2,4,3,2,10,0,14
PROVIDENCE PARK,1,1,9,32,15,26,29,17,132
RANDOLPH,1,1,13,51,16,26,48,19,164
REEDY CREEK,0,2,5,32,12,12,39,21,83
ROSEDALE,0,0,0,5,4,0,26,4,33
SAUER'S GARDENS,0,0,5,22,9,1,127,13,103
SCOTT'S ADDITION,0,1,12,24,24,9,85,11,101
SHERWOOD PARK,0,0,3,3,8,1,7,8,23
SHOCKOE BOTTOM,0,2,18,69,19,16,216,53,295
SHOCKOE SLIP,0,0,4,28,3,7,86,13,109
SOUTH GARDEN,1,3,14,49,22,8,52,32,139
SOUTHAMPTON,0,0,0,2,1,1,4,0,16
SOUTHERN BARTON HEIGHTS,0,1,3,42,14,26,35,16,93
SOUTHWOOD,2,6,70,115,66,31,100,41,269
STADIUM,0,0,0,4,0,0,9,2,12
STONEWALL COURT,1,0,0,1,9,0,4,1,11
STONY POINT,0,1,0,7,1,0,51,1,20
STRATFORD HILLS,0,0,1,13,8,2,58,7,72
SWANSBORO,1,2,30,95,36,112,114,34,235
SWANSBORO WEST,0,5,6,71,20,35,53,17,173
SWANSON,0,1,7,14,6,4,143,7,92
THE DIAMOND,0,2,7,25,27,6,94,14,85
THE FAN,1,10,71,197,274,119,628,102,1083
THE MUSEUM DISTRICT,0,5,12,59,96,12,180,37,396
THREE CHOPT,0,0,3,9,20,2,46,7,73
UNION HILL,4,5,15,62,22,33,62,18,140
UNIVERSITY OF RICHMOND,0,0,0,0,0,0,1,0,1
UPPER SHOCKOE VALLEY,1,0,1,17,5,8,45,6,226
VCU,1,1,13,37,12,9,94,16,169
VIRGINIA UNION,0,3,15,51,28,31,76,21,131
WALMSLEY,0,2,10,48,7,1,25,22,105
WARWICK,0,1,0,19,1,1,11,4,41
WASHINGTON PARK,0,2,5,43,18,8,22,14,86
WESTHAMPTON,0,1,4,8,17,2,29,0,45
WESTLAKE HILLS,0,1,0,6,4,1,8,2,41
WESTOVER,1,4,7,39,20,5,44,23,124
WESTOVER HILLS,0,0,0,5,2,2,16,1,14
WESTOVER HILLS WEST,1,0,0,2,0,0,1,0,3
WHITCOMB,2,9,15,155,28,118,48,26,306
WILLOW LAWN,0,0,0,2,5,0,7,1,28
WILLOW OAKS,0,0,0,2,0,0,9,1,13
WILTON,0,0,0,1,1,0,9,0,5
WINDSOR,0,0,2,21,5,7,9,8,35
WINDSOR FARMS,0,0,0,5,10,0,8,0,10
WOODHAVEN,1,3,4,25,16,6,34,2,96
WOODLAND HEIGHTS,0,2,7,24,13,5,135,31,115
WOODVILLE,1,0,5,18,17,11,24,6,50
WORTHINGTON,0,0,0,13,3,1,13,10,27
