NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
JACKSON WARD,3,4,33,61,57,79,226,34,344
JAHNKE,0,2,15,49,33,2,113,36,131
JEFF DAVIS,3,13,42,207,70,159,288,64,518
JOHN MARSHALL,0,7,8,78,20,8,46,25,136
LABURNUM PARK,0,2,1,7,6,1,31,3,19
MAGNOLIA INDUSTRIAL CENTER,0,0,0,0,2,1,1,0,3
MALVERN GARDENS,0,0,0,1,18,0,34,7,19
MANCHESTER,1,4,11,33,25,17,66,5,130
MARY MUNFORD,0,0,0,4,3,0,7,2,19
MAURY,0,0,1,3,13,13,32,6,50
MAYMONT,0,0,1,12,7,2,31,5,40
MAYMONT PARK,0,0,1,1,9,0,18,0,7
MCGUIRE,1,0,9,42,29,14,56,12,106
MCGUIRE MANOR,0,0,11,19,12,3,31,13,61
MCGUIRE VETERANS HOSPITAL,0,0,3,16,5,3,15,9,45
MIDLOTHIAN,4,7,43,155,47,21,397,79,350
MONROE WARD,1,4,22,65,49,31,299,29,400
MONUMENT AVENUE PARK,0,2,3,9,14,1,79,5,45
MOSBY,4,4,13,173,41,55,75,28,326
MUSEUMS,0,0,2,11,6,4,50,4,59
NEWTOWNE WEST,0,2,7,14,5,34,47,8,102
NORTH HIGHLAND PARK,1,5,19,116,55,65,114,41,314
NORTHERN BARTON HEIGHTS,2,7,20,124,53,87,156,61,458
NORTHROP,2,4,3,72,21,15,72,39,128
OAK GROVE,1,4,17,84,37,16,138,50,195
OAKWOOD,1,2,6,62,25,14,45,13,139
OAKWOOD CEMETERY,1,0,0,3,2,2,4,1,14
OLD TOWN MANCHESTER,0,0,2,8,4,6,80,13,59
OREGON HILL,0,0,1,22,7,4,29,8,62
OXFORD,0,2,0,14,12,0,64,6,59
PARNELL INDUSTRIAL AREA,0,1,0,3,0,3,5,3,13
PETER PAUL,0,2,1,21,7,3,23,18,53
PINE CAMP,0,0,0,1,0,0,4,0,3
PINEY KNOLLS,1,2,15,68,40,10,118,40,182
POCOSHOCK,0,1,3,10,7,1,19,7,21
POWHITE PARK,0,0,0,0,0,0,0,0,1
PROVIDENCE PARK,1,1,11,24,28,10,46,18,112
RANDOLPH,0,1,8,69,16,24,69,31,191
REEDY CREEK,0,2,6,29,6,7,40,14,66
ROSEDALE,0,0,2,8,4,1,29,3,33
SAUER'S GARDENS,0,3,4,27,12,2,158,11,132
SCOTT'S ADDITION,0,3,10,21,40,24,160,23,147
SHERWOOD PARK,0,0,0,3,12,1,33,6,26
SHOCKOE BOTTOM,0,2,9,48,20,16,171,42,310
SHOCKOE SLIP,0,0,1,9,7,0,79,10,80
SOUTH GARDEN,1,0,8,43,25,8,87,27,134
SOUTHAMPTON,0,0,0,2,2,0,3,0,7
SOUTHERN BARTON HEIGHTS,0,2,3,42,19,15,42,10,121
SOUTHWOOD,1,5,13,90,50,2,108,62,205
STADIUM,0,0,2,4,2,0,11,4,17
STONEWALL COURT,0,0,0,0,2,0,13,0,11
STONY POINT,0,0,0,0,2,0,8,0,22
STRATFORD HILLS,0,3,3,11,13,1,84,6,70
SWANSBORO,2,5,31,150,38,135,174,48,426
SWANSBORO WEST,0,4,8,91,44,54,96,29,269
SWANSON,0,1,5,42,23,4,81,23,81
THE DIAMOND,0,0,10,34,20,17,98,13,130
THE FAN,1,10,93,214,240,69,1015,120,1383
THE MUSEUM DISTRICT,0,0,0,0,5,0,4,0,5
THREE CHOPT,0,0,4,5,13,2,49,3,63
UNION HILL,3,3,12,69,30,38,69,34,188
UNIVERSITY OF RICHMOND,0,0,0,0,0,0,1,0,0
UPPER SHOCKOE VALLEY,0,3,2,19,0,14,41,14,283
VCU,0,5,14,38,19,10,135,19,197
VIRGINIA UNION,1,4,15,38,19,36,85,20,177
WALMSLEY,0,2,3,52,12,25,29,11,104
WARWICK,0,0,0,18,8,1,17,8,43
WASHINGTON PARK,2,4,6,29,17,11,39,22,81
WEST OF THE BOULEVARD,1,5,16,69,87,7,292,43,363
WESTHAMPTON,0,0,1,7,13,1,52,2,43
WESTLAKE HILLS,0,0,0,7,1,2,10,5,24
WESTOVER,1,3,4,41,18,3,48,30,131
WESTOVER HILLS,0,0,3,1,6,0,34,6,23
WESTOVER HILLS WEST,0,0,2,1,0,0,9,1,13
WHITCOMB,3,8,18,167,32,66,95,25,384
WILLOW LAWN,1,0,0,2,15,0,31,2,13
WILLOW OAKS,0,0,0,0,2,0,8,1,12
WILTON,0,0,0,1,0,1,4,0,3
WINDSOR,0,1,0,53,21,12,26,14,80
WINDSOR FARMS,0,0,0,3,6,0,11,1,23
WOODHAVEN,0,3,0,22,8,4,26,10,49
WOODLAND HEIGHTS,0,2,12,34,28,6,151,30,116
WOODVILLE,1,0,2,26,10,17,18,6,62
WORTHINGTON,0,1,0,20,3,2,17,10,30
,1,0,0,10,11,1,27,5,21
