NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
CREIGHTON,2,2,9,107,23,72,23,9,404
CULLENWOOD,0,0,0,6,6,0,3,0,24
DAVEE GARDENS,0,1,2,24,3,5,10,2,61
DEERBOURNE,0,0,0,16,4,4,3,2,43
EASTVIEW,0,0,5,18,5,6,15,4,52
EDGEWOOD,0,0,1,8,8,14,14,0,58
ELKHARDT,0,3,4,48,15,12,17,12,141
FAIRFIELD,2,3,12,108,21,66,15,5,384
FAIRMOUNT,1,2,13,63,11,68,52,6,292
FAWNBROOK,0,1,0,11,2,2,1,1,34
FOREST HILL,0,1,0,4,1,1,29,7,50
FOREST HILL PARK,0,0,0,0,0,0,1,0,0
FOREST HILL TERRACE,0,1,4,18,5,5,24,5,42
FOREST VIEW,0,0,1,14,8,3,19,7,61
FULTON,2,1,16,138,34,30,105,30,534
GAMBLES HILL,0,0,0,0,0,0,8,0,12
GILPIN,3,6,52,225,55,191,83,20,1088
GINTER PARK,3,5,30,105,35,51,83,33,377
GINTER PARK TERRACE,0,0,0,6,1,1,2,2,24
GRAVEL HILL,0,0,4,10,9,0,74,1,54
GREEN PARK,0,0,1,20,1,5,14,7,84
HICKORY HILL,0,1,4,35,12,9,28,10,117
HIGHLAND PARK SOUTHERN TIP,2,2,10,97,21,85,56,19,241
HIGHLAND TERRACE,0,0,5,31,7,32,13,15,102
HILLSIDE COURT,3,2,5,74,17,68,26,11,414
HIOAKS,0,2,9,43,7,6,35,16,127
HOLLYWOOD CEMETERY,0,0,0,0,0,1,5,0,16
HUGUENOT,0,0,4,8,7,0,16,0,55
JACKSON WARD,0,5,27,62,15,39,147,14,330
JAHNKE,1,0,11,62,28,10,73,53,215
JEFF DAVIS,2,0,30,187,36,206,94,39,788
JOHN MARSHALL,0,3,6,60,9,14,29,12,159
LABURNUM PARK,0,0,0,1,3,1,12,2,28
MAGNOLIA INDUSTRIAL CENTER,0,0,0,2,1,1,10,1,26
MALVERN GARDENS,0,0,1,1,3,0,12,1,36
MANCHESTER,0,0,2,17,9,6,34,3,106
MARY MUNFORD,0,0,0,5,1,0,14,3,30
MAURY,0,0,0,9,7,22,13,4,82
MAYMONT,0,0,1,16,7,3,22,3,46
MAYMONT PARK,0,0,0,1,0,0,10,0,5
MCGUIRE,0,1,13,61,25,16,25,10,162
MCGUIRE MANOR,0,2,9,42,8,23,18,11,156
MCGUIRE VETERANS HOSPITAL,0,0,2,12,5,5,6,2,35
MIDLOTHIAN,3,5,28,112,37,73,160,48,469
MONROE WARD,2,3,18,67,20,32,127,22,501
MONUMENT AVENUE PARK,0,0,6,9,4,2,23,0,42
MOSBY,0,3,12,138,23,66,32,3,426
MUSEUMS,1,0,4,12,4,4,32,1,73
NEWTOWNE WEST,0,1,8,18,5,26,50,2,116
NORTH HIGHLAND PARK,1,4,8,143,20,47,67,30,321
NORTHERN BARTON HEIGHTS,2,1,15,97,30,53,92,24,381
NORTHROP,0,1,14,104,16,27,56,34,191
OAK GROVE,0,2,17,56,38,92,69,21,298
OAKWOOD,0,1,6,29,6,20,14,3,94
OAKWOOD CEMETERY,0,0,1,1,1,1,1,0,6
OLD TOWN MANCHESTER,0,0,3,6,2,10,31,3,115
OREGON HILL,0,0,7,23,6,5,40,10,86
OXFORD,0,0,2,20,11,6,16,1,53
PARNELL INDUSTRIAL AREA,0,0,0,2,1,0,6,1,19
PETER PAUL,0,0,7,23,9,11,8,4,85
PINEY KNOLLS,1,2,19,98,28,24,44,21,293
POCOSHOCK,0,0,0,13,6,2,6,2,21
POWHITE PARK,0,0,0,0,0,0,1,0,1
PROVIDENCE PARK,0,0,2,41,12,31,16,7,134
RANDOLPH,0,1,4,63,22,31,50,12,242
REEDY CREEK,1,2,4,22,12,5,18,6,105
ROSEDALE,0,0,0,3,2,3,14,2,38
SAUER'S GARDENS,0,1,7,19,6,4,27,5,87
SCOTT'S ADDITION,0,2,10,17,22,9,59,10,165
SHERWOOD PARK,0,0,0,1,5,1,17,5,24
SHOCKOE BOTTOM,0,6,16,68,18,28,159,14,403
SHOCKOE SLIP,0,1,3,37,5,6,44,7,142
SOUTH GARDEN,0,2,12,56,22,27,46,11,220
SOUTHAMPTON,0,0,0,5,2,0,6,0,18
SOUTHERN BARTON HEIGHTS,1,2,3,36,12,10,28,13,112
SOUTHWOOD,3,2,42,127,40,59,30,20,371
STADIUM,0,0,0,3,2,3,6,3,24
STONEWALL COURT,0,0,0,0,5,0,12,0,14
STONY POINT,0,0,0,5,4,0,28,1,52
STRATFORD HILLS,1,0,8,16,11,2,66,1,94
SWANSBORO,1,4,13,104,33,44,78,16,356
SWANSBORO WEST,0,4,14,122,26,30,27,9,289
SWANSON,0,0,1,15,14,10,53,4,136
THE DIAMOND,0,3,4,21,8,17,62,14,156
THE FAN,0,14,60,167,141,66,535,44,1278
THE MUSEUM DISTRICT,0,5,21,70,49,14,137,16,440
THREE CHOPT,0,0,1,8,11,3,32,4,92
UNION HILL,0,0,7,53,31,43,46,9,240
UNIVERSITY OF RICHMOND,0,0,0,0,0,0,0,0,1
UPPER SHOCKOE VALLEY,0,0,2,13,6,14,26,11,532
VCU,0,2,12,26,5,5,82,10,214
VIRGINIA UNION,1,1,3,38,14,29,48,9,139
WALMSLEY,0,2,2,57,9,5,12,5,151
WARWICK,0,1,2,14,6,1,11,0,51
WASHINGTON PARK,1,2,5,33,6,8,8,3,71
WESTHAMPTON,0,2,4,6,13,2,13,4,37
WESTLAKE HILLS,0,0,0,5,1,0,4,3,39
WESTOVER,1,2,12,42,18,6,42,23,161
WESTOVER HILLS,0,1,4,4,2,0,8,1,36
WESTOVER HILLS WEST,0,0,0,0,3,2,1,0,18
WHITCOMB,5,3,15,150,27,77,47,13,607
WILLOW LAWN,0,0,0,2,4,0,9,2,12
WILLOW OAKS,0,0,0,1,2,1,16,1,17
WILTON,0,0,0,1,1,0,10,0,13
WINDSOR,0,0,6,21,3,1,5,5,56
WINDSOR FARMS,0,0,0,3,0,0,20,0,24
WOODHAVEN,0,2,4,39,12,20,21,4,141
WOODLAND HEIGHTS,0,0,9,25,18,5,60,15,150
WOODVILLE,0,0,5,15,4,21,17,3,80
WORTHINGTON,0,0,0,19,5,2,5,3,59
