NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
GINTER PARK TERRACE,0,0,1,6,3,6,8,2,23
GRAVEL HILL,0,1,2,10,2,0,81,1,65
GREEN PARK,0,0,0,5,4,1,7,2,35
HICKORY HILL,0,1,2,27,18,10,36,5,86
HIGHLAND PARK SOUTHERN TIP,0,3,5,58,11,34,42,11,203
HIGHLAND TERRACE,0,0,7,31,13,26,16,10,89
HILLSIDE COURT,0,2,5,70,25,30,21,6,204
HIOAKS,0,1,3,47,8,8,39,4,129
HOLLYWOOD CEMETERY,0,0,0,1,0,0,12,0,14
HUGUENOT,0,0,1,8,11,2,13,0,38
JACKSON WARD,0,0,21,73,41,49,182,16,302
JAHNKE,1,6,8,50,31,8,73,11,216
JEFF DAVIS,1,6,24,121,36,55,198,27,423
JOHN MARSHALL,0,0,4,54,9,62,26,6,154
LABURNUM PARK,0,0,1,0,2,2,11,0,15
MAGNOLIA INDUSTRIAL CENTER,0,0,0,0,1,2,4,0,13
MALVERN GARDENS,0,0,0,3,7,0,22,0,22
MANCHESTER,1,1,2,21,6,4,47,10,78
MARY MUNFORD,0,0,0,0,6,0,9,0,19
MAURY,1,0,0,6,3,24,14,3,53
MAYMONT,0,0,1,14,6,1,25,5,38
MAYMONT PARK,0,0,0,0,1,0,11,0,4
MCGUIRE,1,1,7,37,18,16,34,4,110
MCGUIRE MANOR,0,3,6,24,12,9,27,0,95
MCGUIRE VETERANS HOSPITAL,0,1,1,16,1,5,3,0,45
MIDLOTHIAN,2,5,17,128,28,143,113,18,460
MONROE WARD,0,5,5,42,13,37,169,15,394
MONUMENT AVENUE PARK,0,0,1,12,5,0,17,2,51
MOSBY,1,4,10,104,10,45,38,3,239
MUSEUMS,0,0,2,17,1,3,39,0,77
NEWTOWNE WEST,0,0,0,6,3,2,27,2,70
NORTH HIGHLAND PARK,1,3,7,86,26,41,57,13,229
NORTHERN BARTON HEIGHTS,0,1,15,90,37,53,123,19,290
NORTHROP,2,0,7,68,14,15,55,10,154
OAK GROVE,1,1,12,61,22,52,47,11,241
OAKWOOD,0,0,0,28,23,5,34,6,76
OAKWOOD CEMETERY,0,0,1,1,1,1,1,0,5
OLD TOWN MANCHESTER,0,2,3,19,8,13,31,9,122
OREGON HILL,0,1,0,11,12,5,45,6,76
OXFORD,0,1,1,24,7,1,22,1,57
PARNELL INDUSTRIAL AREA,0,1,1,0,1,2,8,0,17
PETER PAUL,0,0,0,22,7,5,15,0,114
PINE CAMP,0,0,0,0,0,3,0,1,3
PINEY KNOLLS,1,4,7,85,44,30,41,12,220
POCOSHOCK,0,0,0,10,4,1,10,2,24
POWHITE PARK,0,0,0,0,0,1,0,0,1
PROVIDENCE PARK,1,1,3,34,21,22,32,6,128
RANDOLPH,0,2,5,43,17,8,86,11,193
REEDY CREEK,0,1,3,16,13,1,28,5,51
ROSEDALE,0,0,0,5,2,5,12,1,34
SAUER'S GARDENS,0,2,3,15,10,7,21,2,91
SCOTT'S ADDITION,0,0,1,24,8,9,47,5,140
SHERWOOD PARK,1,1,1,3,4,7,16,0,23
SHOCKOE BOTTOM,0,0,9,44,7,8,119,13,300
SHOCKOE SLIP,0,2,7,53,2,3,47,6,239
SOUTH GARDEN,1,2,5,40,24,20,60,8,180
SOUTHAMPTON,0,0,0,1,0,0,3,0,9
SOUTHERN BARTON HEIGHTS,0,0,2,38,6,15,22,11,91
SOUTHWOOD,1,2,20,77,13,18,29,6,197
STADIUM,0,1,0,4,1,0,4,1,19
STONEWALL COURT,0,1,0,0,10,0,9,0,14
STONY POINT,0,0,0,6,1,0,31,0,32
STRATFORD HILLS,0,0,0,5,9,1,21,0,63
SWANSBORO,0,2,11,64,21,38,110,12,266
SWANSBORO WEST,3,3,7,100,31,25,49,13,255
SWANSON,1,0,5,51,12,18,32,3,131
THE DIAMOND,0,1,0,13,3,5,52,1,99
THE FAN,0,6,24,139,72,25,399,28,880
THE MUSEUM DISTRICT,0,1,4,41,29,7,97,13,275
THREE CHOPT,0,0,1,10,19,1,27,0,70
UNION HILL,2,2,10,53,27,15,50,5,187
UPPER SHOCKOE VALLEY,0,0,1,11,0,15,28,5,123
VCU,0,2,3,30,6,9,54,6,162
VIRGINIA UNION,1,1,8,36,20,22,58,9,145
WALMSLEY,0,0,4,34,13,2,25,5,85
WARWICK,0,0,1,5,11,0,9,3,46
WASHINGTON PARK,0,0,3,31,6,20,19,1,84
WESTHAMPTON,0,0,0,1,20,1,16,0,45
WESTLAKE HILLS,0,0,0,4,0,0,11,1,21
WESTOVER,1,1,3,49,22,3,30,8,101
WESTOVER HILLS,0,1,3,3,6,2,27,3,34
WESTOVER HILLS WEST,0,0,0,1,2,0,3,0,12
WHITCOMB,0,3,13,96,25,67,60,8,286
WILLOW LAWN,0,0,0,1,16,0,13,0,18
WILLOW OAKS,0,0,0,2,0,0,6,0,7
WILTON,0,0,0,4,1,0,7,1,6
WINDSOR,0,2,3,15,6,4,6,2,46
WINDSOR FARMS,0,0,0,1,7,0,9,0,19
WOODHAVEN,1,0,1,11,18,9,28,5,71
WOODLAND HEIGHTS,0,1,2,21,13,8,86,9,90
WOODVILLE,0,0,3,18,6,10,16,0,61
WORTHINGTON,0,2,0,10,15,3,23,6,42
