NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
FOREST HILL PARK,0,0,0,0,0,0,2,0,3
FOREST HILL TERRACE,0,1,5,15,7,2,36,2,65
FOREST VIEW,1,1,6,13,9,3,29,2,67
FULTON,3,1,17,131,35,26,76,22,364
GAMBLES HILL,0,0,0,0,0,0,3,2,10
GILPIN,1,6,16,299,49,178,75,7,1024
GINTER PARK,2,4,15,118,50,54,96,20,414
GINTER PARK TERRACE,0,0,2,6,5,3,7,2,30
GRAVEL HILL,0,0,2,9,5,1,47,1,67
GREEN PARK,0,1,0,22,7,5,15,5,46
HICKORY HILL,0,2,2,27,12,7,35,4,96
HIGHLAND PARK SOUTHERN TIP,1,2,14,58,38,44,42,10,268
HIGHLAND TERRACE,0,0,4,29,12,22,19,3,96
HILLSIDE COURT,1,2,8,71,18,48,23,3,236
HIOAKS,0,3,8,28,2,13,41,4,135
HOLLYWOOD CEMETERY,0,0,1,0,1,0,7,1,16
HUGUENOT,0,0,1,7,1,0,16,3,57
JACKSON WARD,1,2,21,57,15,49,187,16,416
JAHNKE,1,2,11,66,39,23,81,10,181
JEFF DAVIS,0,9,26,125,34,123,124,27,576
JOHN MARSHALL,0,0,6,95,17,13,32,16,189
LABURNUM PARK,0,0,2,3,5,0,8,1,22
MAGNOLIA INDUSTRIAL CENTER,0,0,0,2,1,3,6,0,14
MALVERN GARDENS,0,0,0,1,4,1,16,5,29
MANCHESTER,0,0,1,19,8,5,26,5,74
MARY MUNFORD,0,0,1,1,1,1,17,1,24
MAURY,0,0,0,5,2,19,15,1,79
MAYMONT,0,0,4,14,6,4,5,3,32
MAYMONT PARK,0,0,0,0,0,0,1,1,6
MCGUIRE,0,1,6,37,12,19,29,3,112
MCGUIRE MANOR,1,3,4,43,9,8,33,6,116
MCGUIRE VETERANS HOSPITAL,0,0,0,9,1,0,9,1,36
MIDLOTHIAN,1,4,23,98,22,91,189,20,395
MONROE WARD,0,2,12,73,14,47,175,14,478
MONUMENT AVENUE PARK,0,1,5,2,2,1,13,1,43
MOSBY,1,5,19,136,34,80,57,12,399
MUSEUMS,0,0,1,12,0,6,29,2,97
NEWTOWNE WEST,0,0,5,15,3,13,23,1,94
NORTH HIGHLAND PARK,0,3,10,113,70,53,50,13,256
NORTHERN BARTON HEIGHTS,0,0,13,125,64,64,110,23,366
NORTHROP,1,2,10,78,23,25,54,9,177
OAK GROVE,1,1,15,72,39,87,67,6,287
OAKWOOD,0,0,2,22,5,6,16,1,56
OAKWOOD CEMETERY,1,0,0,0,0,0,0,0,5
OLD TOWN MANCHESTER,0,0,5,18,5,10,44,2,108
OREGON HILL,0,0,1,22,2,9,31,4,178
OXFORD,0,0,0,13,7,1,24,0,48
PARNELL INDUSTRIAL AREA,0,0,0,0,1,4,7,1,12
PETER PAUL,0,1,0,24,7,6,16,5,76
PINE CAMP,0,0,0,4,0,0,0,0,10
PINEY KNOLLS,0,1,13,87,35,34,36,5,242
POCOSHOCK,0,0,2,4,2,3,6,0,19
POWHITE PARK,0,0,0,0,3,2,0,0,2
PROVIDENCE PARK,0,4,3,50,8,16,28,7,116
RANDOLPH,1,1,4,39,47,50,43,8,202
REEDY CREEK,0,0,6,36,9,9,16,6,84
ROSEDALE,0,0,0,4,2,1,16,2,41
SAUER'S GARDENS,0,0,1,18,4,10,24,9,89
SCOTT'S ADDITION,0,0,3,24,9,9,104,5,143
SHERWOOD PARK,0,1,1,4,5,2,11,1,29
SHOCKOE BOTTOM,2,1,11,70,3,21,91,16,419
SHOCKOE SLIP,0,2,1,51,2,9,48,6,175
SOUTH GARDEN,0,1,6,65,32,21,57,10,186
SOUTHAMPTON,0,0,0,0,1,1,7,0,16
SOUTHERN BARTON HEIGHTS,0,2,8,45,25,22,28,4,131
SOUTHWOOD,2,4,23,83,11,18,67,10,282
STADIUM,0,0,0,5,0,5,8,1,24
STONEWALL COURT,0,0,0,0,2,1,10,0,11
STONY POINT,0,0,0,3,2,1,43,1,30
STRATFORD HILLS,0,0,0,10,16,0,59,4,88
SWANSBORO,1,7,10,105,28,58,136,23,341
SWANSBORO WEST,1,3,9,94,18,27,58,17,262
SWANSON,0,0,3,23,6,12,30,7,104
THE DIAMOND,0,1,4,23,8,21,54,5,165
THE FAN,0,7,32,162,86,63,414,50,970
THE MUSEUM DISTRICT,0,2,11,39,29,23,124,24,366
THREE CHOPT,0,1,0,5,2,3,31,0,74
UNION HILL,0,0,4,62,13,19,65,15,242
UNIVERSITY OF RICHMOND,0,0,0,2,0,0,0,0,2
UPPER SHOCKOE VALLEY,0,0,1,19,1,11,43,3,149
VCU,0,2,3,32,4,13,58,2,209
VIRGINIA UNION,0,1,7,25,17,16,50,7,131
WALMSLEY,0,0,2,36,4,4,40,3,137
WARWICK,1,1,2,7,7,2,9,2,39
WASHINGTON PARK,1,1,5,35,11,8,13,8,65
WESTHAMPTON,0,0,5,6,15,5,18,2,56
WESTLAKE HILLS,0,0,0,2,6,2,4,1,23
WESTOVER,1,2,6,54,28,16,59,13,149
WESTOVER HILLS,0,0,4,2,6,0,9,1,26
WESTOVER HILLS WEST,0,0,0,3,4,2,2,0,14
WHITCOMB,1,1,16,139,24,52,68,12,404
WILLOW LAWN,0,0,0,2,3,0,13,3,22
WILLOW OAKS,0,0,0,0,3,0,7,0,17
WILTON,0,0,0,0,0,0,8,0,7
WINDSOR,0,0,1,18,9,3,13,2,70
WINDSOR FARMS,0,1,0,3,3,0,4,0,7
WOODHAVEN,0,1,2,23,3,11,19,4,108
WOODLAND HEIGHTS,0,1,9,20,23,13,57,12,180
WOODVILLE,1,0,4,21,2,24,19,6,84
WORTHINGTON,0,0,1,15,5,7,12,3,49
