NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
OAK GROVE,1,6,11,100,31,16,95,54,218
OAKWOOD,0,8,3,47,20,4,46,15,100
OAKWOOD CEMETERY,1,0,2,4,0,2,5,1,13
OLD TOWN MANCHESTER,0,1,3,7,3,3,62,5,66
OREGON HILL,0,1,2,18,3,3,55,8,69
OXFORD,0,0,3,12,6,0,34,6,38
PARNELL INDUSTRIAL AREA,0,0,0,1,4,6,8,1,4
PETER PAUL,1,0,2,20,9,4,36,17,59
PINE CAMP,0,0,0,1,0,0,1,1,5
PINEY KNOLLS,3,4,18,112,41,10,117,44,218
POCOSHOCK,0,3,2,9,1,1,8,2,11
POWHITE PARK,0,0,0,0,0,0,2,0,0
PROVIDENCE PARK,0,0,12,32,22,11,50,24,92
RANDOLPH,1,5,10,76,34,23,77,34,211
REEDY CREEK,0,2,10,38,14,13,58,16,94
ROSEDALE,0,0,5,5,8,1,31,2,41
SAUER'S GARDENS,0,3,5,22,12,1,113,19,111
SCOTT'S ADDITION,1,3,8,31,14,20,114,10,150
SHERWOOD PARK,0,0,2,3,7,0,29,9,23
SHOCKOE BOTTOM,0,1,23,69,16,21,256,52,321
SHOCKOE SLIP,0,0,2,22,2,2,74,5,75
SOUTH GARDEN,0,7,10,66,32,6,110,33,140
SOUTHAMPTON,0,0,0,2,2,0,6,0,14
SOUTHERN BARTON HEIGHTS,1,0,9,57,27,25,58,16,141
SOUTHWOOD,1,5,30,84,95,5,156,62,195
STADIUM,0,0,0,6,4,0,9,5,10
STONEWALL COURT,0,0,0,0,3,0,6,1,2
STONY POINT,0,0,0,0,0,0,6,0,6
STRATFORD HILLS,0,0,4,13,11,8,59,5,71
SWANSBORO,0,6,40,156,48,51,214,49,354
SWANSBORO WEST,2,5,12,97,38,26,85,28,234
SWANSON,0,1,11,37,20,2,88,12,81
THE DIAMOND,0,2,9,24,11,5,93,7,108
THE FAN,2,13,89,201,298,62,1108,179,1544
THE MUSEUM DISTRICT,0,1,5,17,30,0,128,23,120
THREE CHOPT,0,1,3,3,28,0,51,1,49
UNION HILL,1,0,13,55,21,20,70,21,163
UPPER SHOCKOE VALLEY,0,1,0,17,1,7,29,13,192
VCU,0,3,14,41,11,7,129,18,176
VIRGINIA UNION,0,4,17,48,31,16,97,25,138
WALMSLEY,1,4,3,70,10,17,24,26,162
WARWICK,0,2,3,14,5,0,15,8,26
WASHINGTON PARK,1,1,3,45,15,7,39,27,90
WEST OF THE BOULEVARD,0,0,14,38,76,7,205,33,246
WESTHAMPTON,0,1,6,13,15,1,48,4,40
WESTLAKE HILLS,0,0,1,3,3,0,9,5,23
WESTOVER,1,1,3,46,34,5,75,18,113
WESTOVER HILLS,0,0,5,7,3,0,28,7,14
WESTOVER HILLS WEST,0,0,0,3,0,0,3,0,5
WHITCOMB,1,7,22,173,60,57,85,52,420
WILLOW LAWN,0,0,1,1,8,0,14,3,8
WILLOW OAKS,0,0,0,1,2,0,19,0,8
WILTON,0,0,0,0,3,0,8,0,7
WINDSOR,1,3,8,34,14,5,26,12,56
WINDSOR FARMS,0,0,0,4,5,0,8,2,23
WOODHAVEN,2,3,6,24,8,4,42,18,58
WOODLAND HEIGHTS,0,1,26,37,25,8,246,43,166
WOODVILLE,0,1,0,18,16,7,27,8,54
WORTHINGTON,0,0,0,14,5,0,20,3,33
,0,0,0,9,13,0,22,6,23
