NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
MCGUIRE VETERANS HOSPITAL,0,1,2,12,2,3,12,3,40
MIDLOTHIAN,0,6,26,85,38,70,134,36,487
MONROE WARD,0,10,18,59,10,28,147,20,444
MONUMENT AVENUE PARK,0,0,3,2,10,2,14,2,51
MOSBY,1,2,12,158,29,89,36,8,429
MUSEUMS,0,0,4,9,6,4,30,3,128
NEWTOWNE WEST,0,1,2,12,4,21,31,6,102
NORTH HIGHLAND PARK,1,1,10,104,18,55,80,17,305
NORTHERN BARTON HEIGHTS,1,2,13,98,43,53,96,16,392
NORTHROP,0,0,11,89,14,16,38,15,207
OAK GROVE,2,4,16,56,29,85,58,16,305
OAKWOOD,0,0,2,30,5,11,25,5,106
OAKWOOD CEMETERY,0,0,0,0,1,1,1,0,6
OLD TOWN MANCHESTER,0,0,2,7,1,15,27,4,100
OREGON HILL,0,0,7,18,7,6,29,4,108
OXFORD,0,0,3,14,6,2,24,1,55
PARNELL INDUSTRIAL AREA,0,0,1,0,1,5,20,1,29
PETER PAUL,0,0,3,16,10,6,23,10,58
PINE CAMP,0,0,0,1,0,0,2,0,5
PINEY KNOLLS,1,5,11,87,17,22,50,9,244
POCOSHOCK,0,0,1,9,7,1,10,1,16
POWHITE PARK,0,0,0,0,0,1,0,0,3
PROVIDENCE PARK,0,2,3,30,12,44,20,6,137
RANDOLPH,0,1,9,49,27,59,50,6,206
REEDY CREEK,2,0,3,33,15,6,21,8,139
ROSEDALE,0,0,1,7,3,0,15,1,43
SAUER'S GARDENS,0,1,3,18,1,7,19,6,107
SCOTT'S ADDITION,0,0,4,25,13,8,72,12,169
SHERWOOD PARK,0,0,0,4,4,1,11,3,28
SHOCKOE BOTTOM,0,2,13,76,14,33,103,14,385
SHOCKOE SLIP,0,3,3,34,2,6,39,2,140
SOUTH GARDEN,0,1,9,51,26,10,46,9,184
SOUTHAMPTON,0,0,0,0,0,0,2,1,18
SOUTHERN BARTON HEIGHTS,0,1,5,38,7,10,17,6,92
SOUTHWOOD,0,4,31,84,15,13,30,14,259
STADIUM,0,0,0,2,2,3,4,2,17
STONEWALL COURT,0,0,0,0,3,1,6,0,10
STONY POINT,0,0,0,5,1,0,35,0,23
STRATFORD HILLS,0,0,1,14,8,4,41,2,83
SWANSBORO,0,2,11,106,15,50,85,19,402
SWANSBORO WEST,1,1,10,116,16,55,36,14,344
SWANSON,0,0,4,19,6,7,62,4,109
THE DIAMOND,0,2,4,23,5,13,62,11,139
THE FAN,1,9,38,159,114,85,425,40,1078
THE MUSEUM DISTRICT,0,5,9,61,38,19,148,20,390
THREE CHOPT,0,0,1,12,4,1,47,3,84
UNION HILL,0,1,5,42,11,31,42,10,251
UNIVERSITY OF RICHMOND,0,0,0,0,0,0,0,0,2
UPPER SHOCKOE VALLEY,0,2,2,10,0,21,31,6,146
VCU,0,2,9,37,4,8,64,10,196
VIRGINIA UNION,0,1,8,36,19,20,45,12,123
WALMSLEY,0,4,6,32,12,2,15,7,118
WARWICK,0,0,2,22,6,4,10,1,54
WASHINGTON PARK,0,1,2,23,19,4,21,3,84
WESTHAMPTON,0,0,0,6,3,2,15,0,43
WESTLAKE HILLS,0,2,0,6,3,1,2,4,45
WESTOVER,0,0,4,61,21,10,32,9,168
WESTOVER HILLS,0,0,0,2,5,1,16,0,27
WESTOVER HILLS WEST,0,0,0,1,1,1,2,0,22
WHITCOMB,3,5,17,139,48,110,44,13,587
WILLOW LAWN,0,0,1,1,10,0,9,3,17
WILLOW OAKS,0,0,0,3,0,0,5,1,6
WILTON,0,0,0,0,2,0,5,1,11
WINDSOR,0,0,5,18,5,6,4,4,65
WINDSOR FARMS,0,0,0,0,1,3,14,1,24
WOODHAVEN,0,0,8,21,10,5,20,3,102
WOODLAND HEIGHTS,0,1,2,17,22,6,48,14,123
WOODVILLE,0,0,0,16,11,16,14,6,79
WORTHINGTON,0,1,2,21,2,2,7,2,65
