NEIGHBORHOOD_NAME,HOMICIDE,SEX_OFFENSE,ROBBERY,ASSAULT,BURGLARY,VICE,THEFT,VEH_THEFT,OTHER
CITY CENTER,0,3,5,40,22,14,84,14,205
COFER,0,1,1,25,2,4,24,5,57
COLONIAL PLACE,0,0,0,1,1,0,15,4,21
COMMERCE ROAD INDUSTRIAL AREA,0,2,5,7,2,3,25,3,63
COTTRELL FARMS,0,1,2,12,4,1,19,5,61
COUNTRY CLUB OF VIRGINIA,0,0,0,0,0,0,3,0,2
CREIGHTON,2,1,5,54,7,19,28,12,191
CULLENWOOD,0,0,1,7,0,0,8,1,16
DAVEE GARDENS,1,2,1,15,1,1,10,7,28
DEERBOURNE,0,2,0,10,4,0,7,9,31
EASTVIEW,1,0,3,24,3,13,35,10,115
EDGEWOOD,0,0,2,5,4,5,12,8,30
ELKHARDT,0,2,13,30,1,4,39,7,67
FAIRFIELD,2,1,5,65,7,32,43,14,208
FAIRMOUNT,2,3,3,57,5,34,82,17,199
FAWNBROOK,0,0,1,8,1,0,3,1,16
FOREST HILL,0,0,0,6,0,2,21,2,35
FOREST HILL PARK,0,0,0,0,0,0,7,0,4
FOREST HILL TERRACE,0,0,6,8,5,1,16,1,33
FOREST VIEW,0,0,1,15,0,6,23,3,51
FULTON,5,1,4,79,16,3,84,20,327
GAMBLES HILL,0,0,0,1,0,4,15,0,22
GILPIN,5,4,9,119,19,96,53,19,508
GINTER PARK,2,4,5,87,23,18,101,23,344
GINTER PARK TERRACE,0,0,0,1,2,5,7,3,16
GRAVEL HILL,0,0,0,8,1,1,27,4,55
GREEN PARK,0,1,1,12,5,7,14,2,52
HICKORY HILL,0,1,1,18,7,2,14,6,55
HIGHLAND PARK SOUTHERN TIP,0,3,4,32,8,21,56,11,179
HIGHLAND TERRACE,0,0,0,12,2,16,10,4,95
HILLSIDE COURT,1,2,6,55,6,12,25,5,169
HIOAKS,0,3,4,36,2,3,30,10,169
HOLLYWOOD CEMETERY,0,0,0,1,0,0,2,2,12
HUGUENOT,0,0,1,13,3,2,10,1,44
JACKSON WARD,0,2,5,36,22,17,155,15,267
JAHNKE,0,1,5,63,8,6,97,23,198
JEFF DAVIS,2,5,14,117,36,35,179,39,469
JOHN MARSHALL,1,0,2,26,4,11,20,6,80
LABURNUM PARK,0,0,0,1,3,1,8,0,14
MAGNOLIA INDUSTRIAL CENTER,0,0,0,2,0,3,5,0,18
MALVERN GARDENS,0,0,0,1,1,0,14,5,31
MANCHESTER,0,3,1,15,6,2,74,23,144
MARY MUNFORD,0,0,0,2,0,0,11,3,27
MAURY,0,1,0,9,8,8,12,2,63
MAYMONT,0,2,1,5,4,5,7,4,29
MAYMONT PARK,0,0,0,0,0,0,10,0,3
MCGUIRE,0,1,1,32,19,14,41,12,126
MCGUIRE MANOR,0,2,9,21,8,10,18,2,108
MCGUIRE VETERANS HOSPITAL,0,1,0,12,4,2,10,0,42
MIDLOTHIAN,3,6,13,75,20,74,163,36,533
MONROE WARD,0,4,3,29,18,85,121,23,304
MONUMENT AVENUE PARK,0,0,0,4,3,0,18,9,51
MOSBY,4,3,3,121,14,43,44,13,355
MUSEUMS,0,0,0,6,1,2,29,0,61
NEWTOWNE WEST,0,1,1,7,5,6,20,5,51
NORTH HIGHLAND PARK,1,2,2,55,16,19,45,13,278
NORTHERN BARTON HEIGHTS,1,4,6,59,14,20,111,9,237
NORTHROP,0,4,3,73,8,1,40,19,134
OAK GROVE,2,1,5,38,7,21,53,19,211
OAKWOOD,2,1,3,23,3,0,31,4,70
OAKWOOD CEMETERY,0,0,0,0,0,0,2,0,12
OLD TOWN MANCHESTER,0,4,4,38,12,5,124,37,221
OREGON HILL,0,1,0,6,1,5,25,4,62
OXFORD,0,0,0,10,0,2,22,1,49
PARNELL INDUSTRIAL AREA,0,0,0,1,1,1,7,0,11
PETER PAUL,0,1,0,20,2,7,11,9,114
PINE CAMP,0,0,0,0,0,0,3,1,7
PINEY KNOLLS,0,6,8,56,9,4,55,12,147
POCOSHOCK,0,1,1,5,2,1,8,0,24
POWHITE PARK,0,0,0,2,0,0,0,0,18
PROVIDENCE PARK,0,0,3,26,5,7,20,7,124
RANDOLPH,0,2,2,35,15,7,32,5,147
REEDY CREEK,2,1,0,12,13,1,18,5,62
ROSEDALE,1,0,0,3,3,3,15,1,44
SAUER'S GARDENS,0,0,2,9,6,4,21,8,89
SCOTT'S ADDITION,0,1,0,19,7,1,82,6,134
SHERWOOD PARK,0,1,1,6,1,4,16,6,32
SHOCKOE BOTTOM,2,6,9,53,10,10,173,30,336
SHOCKOE SLIP,0,1,0,18,4,1,51,9,105
SOUTH GARDEN,1,4,9,40,14,5,66,10,128
SOUTHAMPTON,0,0,0,2,0,1,1,0,14
SOUTHERN BARTON HEIGHTS,0,0,0,12,8,5,11,4,64
SOUTHWOOD,2,9,33,88,10,15,47,31,192
STADIUM,0,0,1,3,0,0,3,0,14
STONEWALL COURT,0,0,0,0,1,0,6,1,6
STONY POINT,0,0,0,2,0,0,14,3,21
STRATFORD HILLS,1,0,0,17,2,1,72,0,60
SWANSBORO,2,2,8,49,25,14,109,12,277
SWANSBORO WEST,1,2,6,60,8,19,32,15,220
SWANSON,0,0,5,18,2,5,43,5,114
THE DIAMOND,1,0,3,33,3,11,74,4,142
THE FAN,2,6,11,86,42,15,385,64,757
THE MUSEUM DISTRICT,0,4,2,22,8,3,96,8,247
THREE CHOPT,0,0,0,7,2,0,18,2,50
UNION HILL,1,0,3,42,9,31,82,12,229
UNIVERSITY OF RICHMOND,0,0,0,0,0,0,0,0,1
UPPER SHOCKOE VALLEY,1,0,1,24,2,12,40,12,193
VCU,0,1,3,12,7,6,50,5,118
VIRGINIA UNION,1,0,2,42,7,25,55,10,188
WALMSLEY,0,0,5,30,8,4,30,6,92
WARWICK,0,0,0,6,1,3,18,2,28
WASHINGTON PARK,1,1,0,24,3,3,19,4,76
WESTHAMPTON,0,0,0,4,1,0,9,0,21
WESTLAKE HILLS,0,0,0,4,0,0,4,3,32
WESTOVER,0,1,1,48,5,9,51,10,161
WESTOVER HILLS,0,0,0,1,3,1,18,2,30
WESTOVER HILLS WEST,0,0,0,1,0,0,5,1,14
WHITCOMB,4,3,9,111,10,56,74,22,364
WILLOW LAWN,0,0,0,1,0,0,8,0,16
WILLOW OAKS,0,0,0,0,0,0,3,1,4
WILTON,0,0,0,0,1,0,6,1,12
WINDSOR,0,0,2,15,0,3,14,6,45
WINDSOR FARMS,0,0,0,1,2,2,9,0,17
WOODHAVEN,0,2,3,11,2,3,19,3,83
WOODLAND HEIGHTS,0,2,1,18,6,3,65,8,118
WOODVILLE,0,0,1,19,2,8,15,7,87
WORTHINGTON,0,0,0,10,1,1,8,2,26
