RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
273325,8001,Colonial Place,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,132459,131926,131985,132109,132702,132879,132764,132930,133275,133859,134281,134727,135289,136079,136699,136521,135409,134818,134990,135281,135717,136183,137105,138070,138724,139843,140714,142704,145427,148448,150895,152780,153907,154354,154386,154603,155544,156688,158360,159478,160521,161368,162593,163422,164872,167024,169846,172516,174428,176294,177144,178042,178587,179441,180133,180917,181757,182498,183179,183996,185737,186960,188717,189725,191209,192001,192987,194347,195720,197181,198737,200715,201850,202705,203671,205856,207896,210812,213417,215795,217844,219786,222027,223510,225506,228341,230902,232698,233816,234795,236119,237616,239569,241522,243160,245001,246949,249396,251408,253153,255218,257549,260048,262977,265971,269009,271134,273594,276205,277295,279821,282432,286583,289246,292455,294397,296334,297874,300789,302700,303776,304987,306029,308250,309335,311560,311960,313621,314179,314784,314094,314645,316938,320328,322212,322402,322668,322655,322869,321638,321187,320392,319701,319035,317491,316272,315045,314158,311600,309331,308003,308635,308842,309804,311468,311638,309976,305675,303150,301064,300958,299712,299039,296443,295165,293585,292235,290176,289710,291877,293453,294415,293526,293512,292877,293055,292043,290794,289441,290753,290942,288918,285741,284304,285668,286780,287203,287435,288051,288451,287915,287104,287797,290451,292368,292273,290164,289713,290166,291045,290994,291579,293418,294776,296089,299545,304509,309177,311005,311030,311203,311281,312534,314085,314747,314637,314419,309765,306334,305222,308095,310718,311719,313568,315371,316514,317866,319108,319686,322615,324103,324475,323417,323496,324851,326075,326364,327180,328435,330944,333318,333569,334170,334406,337808,340756,344287,345497,348070,349723,350668,350806,352209,354693,356361,358046,358726,359675,360118,361739,362851,364688,367010,369787,369901,371312,373172,377824,381031,384151,386782,388986,391370,393562,395620,397026,400490,402240,404460,405266,406600,408772,409275,411874,413158,415495,418413,421031,422690,423569,424911,425806,425031,424130,426457,429520,433303,435421,437417,440250,443669,448565,453172,458661,466087,473682,480184
273174,8013,Cedarhurst,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,79036,78434,78796,79018,80146,81247,82240,83023,83259,83488,83433,83609,83897,85021,85501,85872,84726,83658,83281,83542,84362,84783,85648,86339,86790,87077,87575,88806,90222,91529,91588,91307,91478,92567,93458,93916,94365,95082,95235,94885,95064,95474,96707,97213,97317,96929,96817,97193,97614,98054,98537,99198,99131,99418,98653,98823,99128,99903,100564,100713,101522,101680,102378,102533,102450,102267,102700,103960,104902,105486,105857,107304,107639,108712,109317,111070,113798,116146,118607,119151,120357,121706,123559,124472,126235,127874,130088,131212,132136,132495,133241,134602,135959,137104,137904,138706,139433,140538,141152,141943,142106,143647,144976,147017,148678,150661,152250,154186,155812,156634,157966,159632,162560,164388,166064,167330,168749,169952,171718,173823,175879,177875,179824,181876,183111,185212,187425,190033,191641,193355,195013,196312,198067,199909,201508,202962,204850,205762,205443,203821,203090,202011,200774,199450,197910,197261,195887,194566,191902,189870,188709,188351,188693,189043,189704,189310,188404,186595,185895,184806,184110,182613,181771,180698,179443,178577,177587,176940,176978,177277,176736,175560,175040,175704,176499,177488,177197,175839,173884,173160,171416,169159,166734,165720,164926,163719,161483,159019,156773,155356,154722,153242,152118,151164,151165,150955,149776,148648,147847,147041,146910,146951,147260,147944,149513,152891,155294,157198,158346,159791,160894,162930,164596,166372,166730,167438,167377,165379,163994,163796,165142,165502,166070,166501,167107,166869,167556,167843,168773,170349,171705,171684,170482,169900,169469,169483,169366,170448,171684,173080,174053,173669,173169,172611,174913,177850,180780,181686,183060,184328,185349,185919,186593,188404,191223,194415,195864,195834,196490,198222,199847,200807,202093,203903,204894,206633,206807,208521,209608,212463,214117,215855,217135,218272,219231,219825,220719,220548,221574,222713,224881,226610,228055,229161,229632,230037,230773,231900,233463,235150,236639,237457,237990,238629,240152,241897,244369,247509,250645,253817,256955,260680,264644,269183,274105,279329,284775
275647,8034,Swansboro West,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,32077,32531,33228,34628,35994,36796,37374,37609,37894,38039,38302,38712,39140,39563,39676,39131,38932,39065,39520,40171,40896,41655,41926,41751,41542,41556,41474,41702,41222,41604,41886,42322,42068,41749,41749,41895,41836,41446,40968,40899,40826,40391,39714,39319,39462,39841,40118,40358,40663,41247,42626,43855,45242,45979,46936,47424,47617,47390,47496,47802,48572,49141,48462,47002,46292,46508,46987,47114,47302,47710,47777,47371,46327,45358,45368,46309,46637,47042,46967,47272,47233,47385,47523,48171,49046,49826,49898,49557,48900,48432,48448,49002,49962,50651,51343,51573,52068,52929,54299,56024,58434,60181,61443,62203,62892,64155,65582,67834,69307,70654,71357,71749,71641,72063,72755,73872,74836,75146,75637,75456,76208,76865,78411,79949,81289,82128,82984,83277,84189,85480,86884,88535,89851,90907,91291,91978,93355,94869,96316,97424,97475,97305,96718,96371,96338,96507,96577,95133,92865,91384,90599,90730,90676,90588,90339,89945,88461,86755,84925,84824,85240,84985,84695,84753,85415,84439,83070,81233,81187,80793,80942,80289,80414,80526,80166,78514,76849,75673,75159,74634,73645,73448,73318,72200,68966,65398,62235,59951,58381,58729,59019,59112,58097,57100,55727,56231,58450,61365,63744,65610,66418,66000,65083,63885,63937,63288,63369,61853,61321,59605,57916,55696,54580,54335,55039,57625,59553,62255,64125,65533,64674,64281,65736,68274,70050,70375,69902,68064,66204,64354,62283,62195,62237,63986,64044,64863,65274,66950,68227,69417,70110,70236,72003,73028,75123,75422,75835,75866,75773,74337,73224,72810,74520,76504,77828,78458,79192,80217,82570,84015,86378,89533,93942,97361,98909,99510,100684,102199,103184,103669,104211,105582,107166,109071,109469,110212,110835,114638,118236,122359,127359,134635,140391,145208,149271,153683,156641,158534,161459,163050,165939,167414,168670,167465,167875,169071,170399,170982,173464,176908,180117,182421,183695,185771,187826,190768
273246,8104,Church Hill North,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,,,,,,,,,,,,,,,,,99661,96622,94138,90159,89106,89978,91055,90727,90083,90062,90383,91278,91555,93934,96533,99824,99628,96725,93436,92710,93339,92983,91671,90679,91355,90459,89448,86417,83844,82011,80890,80439,80046,79993,80364,78968,76859,75610,75964,77996,79511,80601,81759,80549,77493,75361,75621,77393,78388,78527,78821,78394,78027,79256,80383,83799,87817,89964,89604,88381,89136,91020,90356,89338,89198,89076,89630,88409,88975,89408,91624,94478,97566,100615,105237,109415,113736,113791,114104,113750,115310,118391,120455,122291,122980,124860,126080,129053,130268,136474,140383,147032,148960,149696,150059,153016,157565,158802,159545,158956,160830,160076,161204,160679,162741,165418,169451,171012,171721,173498,176174,179131,182305,185539,188576,190745,192672,194426,194677,195310,194396,193223,191012,188178,184393,182358,180932,182074,183455,184606,184997,183952,183738,185078,187992,190707,191336,190834,190085,189681,187461,185067,180464,175372,170729,166989,163925,161758,162054,163527,162963,159731,155760,152716,152295,154261,156709,158509,157995,157011,154312,151863,150465,150489,150453,149725,150488,150809,149434,144546,141240,138236,137291,135087,134214,134236,136130,139120,140246,140328,140397,143028,145345,147824,149171,150553,150062,147492,145866,143129,142028,139866,138663,136572,134657,132876,131586,130317,130498,131908,131333,130215,127095,125250,124462,125249,126806,127967,128562,129206,128799,128880,129520,131153,132819,135603,136422,136754,135542,134728,134728,135456,137850,138736,138819,138700,139919,141447,143045,144592,146344,148425,150086,151689,152627,153923,155715,157888,159948,160572,161091,161498,163892,167426,172210,175179,176307,175493,176837,176783,179210,181628,187973,194951,199615,201568,199659,199156,199473,202296,202534,204806,206263,210029,210908,210919,211224,211207,213866,216520,220870,223883,227207,229750,231487,231165,230835,231202,232993,236340,239050,241670,243183,245176,248062,251095,254989,259772,265685,271882
275433,8275,South Garden,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,97231,97750,97852,98508,99124,100161,102104,103728,104719,104560,104077,104113,103739,103673,103755,103749,103565,102714,100390,98566,97564,98370,99488,99860,100453,100748,101487,102689,103868,105141,106337,106856,107383,107576,108426,109228,110279,110689,111103,110391,110168,109607,110148,111828,113138,114094,113635,113586,113966,114881,116210,117683,118998,120314,121296,121600,122086,121917,122238,122167,121513,121526,121049,121773,121960,122656,123171,123434,123033,123267,123721,124684,125741,126062,126542,125956,126406,126595,126363,126301,127600,129306,131426,132683,134312,135021,135836,136657,137297,137900,139490,141628,142308,142402,141408,141652,141913,143295,144016,144535,144755,145529,145332,144955,145002,145883,147452,149094,149956,151431,153050,156345,158651,160733,163406,166069,169149,171191,173607,174920,176573,177778,180595,182895,186626,189163,191751,193932,196426,198672,200560,202193,204568,206081,206733,206511,205978,205851,205477,204703,203259,201973,200772,201220,200933,201011,200502,198802,196960,194622,193898,193723,192748,192465,191031,189076,185620,182911,179233,177076,174766,174911,172805,170112,167193,163607,161377,160060,162007,163581,166149,168670,170540,170482,169823,167834,164822,161410,159922,155942,149434,140232,132701,125514,119266,111909,105508,102139,102776,105043,103492,101248,98450,97706,95584,93179,92119,94405,98189,99471,96808,93290,91938,93254,95460,97959,99776,101427,101177,99560,96602,94099,93779,92640,92527,90824,90194,89825,91305,92063,92567,91391,90927,91336,92223,94348,95094,95713,96893,97466,97217,96669,97687,100442,102715,104200,105321,105542,106280,107271,106222,104995,104591,107712,109446,110764,111782,114254,114642,114649,114322,114769,115376,116770,118420,119013,119765,120279,121298,120910,121528,122217,123604,125362,128041,128890,128614,127200,127758,128086,127685,127042,127294,129268,131342,132921,133606,135588,137379,139069,138861,139636,141196,143419,145432,146775,148107,148318,148914,149369,150532,150515,150426,150657,152011,153619,154208,154617,155127,157008,159140,161349,163670,167663,172684,177344
273150,8398,Carytown,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,75094,75756,75643,76586,76253,76418,75407,75166,75001,74313,73886,73662,74675,75261,75334,72874,71762,70538,71816,72117,72716,74291,75681,76892,76244,75180,75260,78119,81296,83354,83742,84432,84553,83927,82824,81536,80766,80921,82045,82410,82754,83786,84780,85004,84305,84031,84495,85464,86767,87390,87692,87943,88364,87957,87875,88744,91228,94460,96530,97818,97691,97893,98553,99453,100325,100836,101270,101702,102056,102148,103033,104860,107719,111367,114482,117333,119278,122617,126474,129679,131663,132989,135107,137045,139412,141036,142481,143517,145297,146662,147185,148065,149527,151641,152329,152935,154098,155417,156427,157153,158118,159776,162921,166319,169212,171465,174254,177242,177929,179164,181433,186838,192526,196819,199236,200410,203276,206326,209311,211396,214563,216747,218281,217596,217334,218105,219997,222665,223895,224709,225268,226304,228079,229529,232497,235217,237347,236743,234891,232847,230958,229977,229486,229742,230182,230812,230402,228710,226513,224682,223245,222026,221697,222643,223174,222468,220300,219253,216429,214225,211417,212355,214071,216674,218089,217301,215348,214269,213486,211886,210640,210147,211468,211524,211826,210201,208592,206806,207371,206743,205836,204178,204481,205891,205346,203856,201399,200420,199398,198749,197713,197597,199388,201073,201943,201415,203012,204561,205871,206708,208455,211356,213510,215796,218506,222170,225048,225466,224591,224076,225258,226243,227489,227844,228063,228191,225478,224146,223984,226885,229074,231039,232464,234725,236087,237477,238545,239826,242881,244641,245138,244709,245416,246884,248090,247985,247783,248747,250978,254845,256981,259260,260341,263156,265212,266950,268202,271311,275136,277247,279199,279163,280062,279295,280694,282555,285219,287830,290374,292754,294637,297137,298944,297873,298724,300821,306947,311094,315506,318390,320002,320404,320710,321423,320881,322944,322966,324519,322968,321372,319775,318535,320294,322017,324829,326740,328818,331707,334230,336167,337426,336972,338286,340796,345431,349330,351715,354900,359092,362257,366552,370622,376249,384271,391117,397555
273065,8404,Brookland Park,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,41198,40609,39530,37658,36073,35266,34554,34117,33801,34283,34808,35531,35816,35847,36497,37789,39279,40299,41789,43306,44847,45425,45974,46423,47618,49209,50497,51597,52064,52256,51773,50880,50306,49695,49772,49661,50063,50071,50461,50270,50448,50475,51075,51779,52152,52245,51816,52004,52047,52386,52316,52275,52164,52096,51425,51194,51413,52865,54065,54723,54820,54786,54718,55034,55006,55206,55079,54576,53913,52603,52410,52467,53157,53828,54481,54482,53764,53161,53216,53979,54443,54820,54379,53693,53074,52606,52412,52570,54141,55264,56062,55791,56188,57177,58309,59781,60482,61194,61524,62483,62970,63401,63541,64172,64756,65113,65667,66373,67643,68681,69844,70528,71004,71910,73523,75565,77284,78349,79023,79254,79295,79490,80551,81890,83844,85048,85950,86036,86430,87146,88222,89157,90865,92823,94249,95395,96161,97888,99191,101034,101943,103281,104072,105586,106367,107809,108707,109800,109407,108734,107265,105943,105496,105043,104780,103341,101961,100218,98829,95780,93001,89834,89740,89921,90791,90709,91476,92144,93056,91770,89366,87616,88034,90690,91406,90595,87637,85992,84428,83961,83384,83029,84006,85113,86380,84930,83149,81364,81300,80629,79863,78346,76320,75801,75409,76064,74368,72962,72341,74323,76246,76837,76603,76258,77610,79380,81113,80794,80862,81496,82697,82316,81041,81927,82618,84679,85583,86134,85832,86273,87657,88478,87712,86570,86723,87124,88362,88447,87728,86480,86137,87459,88389,89576,90416,92406,93853,95026,95953,97692,98766,99159,98893,99090,100488,103738,109671,115113,119025,121226,123433,125677,129952,136451,143177,148038,151321,152126,151933,151289,154430,158877,164240,169179,174872,180398,184300,187952,191536,198510,203360,207461,208554,210038,211090,212060,212425,210999,213299,218544,227259,232487,236924,241465,246439,250733,254305,256193,258079,261496,264938,266091,264854,263625,266888,270511,275825,279847,284448,290646,296866,302925,307069,311655,316403,322941,326902
276126,8418,Woodhaven,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,55357,55557,56134,56963,57888,58514,58933,59362,59754,60380,61097,61618,62563,63361,63907,64045,64008,64377,65100,65854,66549,66623,66422,66455,65665,65379,64919,65381,65885,66301,66475,66427,66302,66521,66797,67129,67706,68198,68522,68407,68168,68135,68240,68426,69048,69710,70571,71291,72124,73081,73950,74852,75398,76051,76679,77380,77542,77416,77200,76798,76275,75293,74745,74347,74091,73808,73955,74514,75082,75402,75842,76543,77291,78392,79094,79454,80319,81452,82195,81954,81571,81998,82765,83712,84426,84899,85828,87230,88486,88720,88790,89304,90606,91619,91922,91839,91998,92857,92864,92328,91276,91809,92534,93441,93598,94017,94888,95752,96783,96989,98389,100129,102599,103991,105797,107545,110153,111856,113414,114862,116250,117711,118150,118995,119918,121523,122171,122804,122451,122851,123140,124166,125378,127288,129280,130230,130651,130651,131250,131664,132011,131952,131794,131660,131189,130317,129018,127903,126048,124572,123510,123086,123174,123616,124490,124356,123574,121941,121602,121825,123230,123484,123105,121753,120878,119747,118104,115984,114667,115432,115534,115878,114453,114314,113797,114104,114028,113686,111905,110975,108998,106398,103376,100145,98774,94893,91000,86551,83487,81292,81389,81988,83414,83046,82181,81124,80218,82321,85233,89143,90872,92019,91807,91882,92056,94539,98234,101924,104220,104900,104254,100749,97157,95034,94964,94296,93562,91282,89179,87167,85869,84640,84705,88082,93151,96229,96576,95771,94265,95355,96722,98334,99253,100519,101509,101005,99735,99558,100444,103058,106487,107425,107041,106473,107623,108043,108035,107642,108489,109052,109740,109767,109626,109937,111271,112614,113596,114232,114920,116201,116632,117274,117571,118063,119344,121514,122524,122788,122583,124424,126541,127511,127539,127947,128847,129828,128809,126410,125140,125653,127469,127807,128056,128620,130783,132586,135829,137966,140336,143569,147601,151571,152423,153697,155518,159251,161860,164266,165346,167574,170796,174028,176273,177855,181783,185958,189848
276617,8780,University of Richmond,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,,169783,165697,162572,156313,153435,152343,152783,152146,151635,150483,152808,155418,159473,161406,164747,169233,172607,174560,174997,177319,179229,183666,182918,182738,181484,185914,189524,192627,192029,191388,190730,191687,193416,194871,196338,198470,199640,202795,205510,208849,210596,212660,215992,218692,225533,230694,238506,243343,247059,247828,248048,249368,255432,260619,265865,268964,268872,270226,267509,265814,266500,266772,268418,267933,268516,268338,266156,264090,263529,262433,265957,268838,271684,273423,274982,277850,275473,276424,277274,279647,279694,280612,281874,284452,287148,291925,297126,300179,307433,313295,320901,329103,335340,342481,344426,350148,354478,354070,351426,349402,350784,353853,357135,362552,369345,376988,384240,385221,383285,389410,398513,409423,413460,409010,403476,394407,392889,389644,386875,384202,385013,385899,385631,387652,390715,402558,411410,418717,418695,419275,429411,444187,456255,459617,459178,456844,453594,447550,444284,441585,440542,438626,429176,416711,406986,403866,403664,398718,394515,388597,385250,383097,381496,377235,373163,366802,362086,352175,345832,341511,340996,340748,338087,336887,334093,335514,335651,344412,348598,356000,357610,363101,367709,371503,374437,375643,378138,380346,383397,377370,373552,370859,374024,372143,367525,362985,362139,362461,365211,366576,365828,368418,368954,369777,366284,365872,366563,370214,372004,372706,370422,368849,372048,379761,389555,396423,400416,403690,407138,408148,409488,411534,415989,418543,420722,414039,409502,407509,411481,412936,414445,416961,421179,423132,424127,424815,425681,430562,433051,432096,429907,431579,434479,438094,437887,439322,440672,444088,445122,443273,441828,442597,446365,450682,452610,453643,456546,461690,465367,467987,469118,471034,472569,476530,479595,480808,482850,485453,487706,489561,491820,495759,501797,513893,524379,535789,543559,552035,559711,560125,560664,557318,559836,560525,563279,557793,557927,554840,556696,556368,556800,564649,570411,575890,577247,580283,583148,585930,587822,588086,585097,582208,583097,584713,587362,590826,595205,599440,602950,609861,615721,625166,636747,650405,662056
274120,9000,Jackson Ward,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,,,,,,,,,,,,,,,,,48827,47775,47554,46840,47552,48387,49159,49471,49629,50521,51751,53554,55226,57191,58696,61044,61705,62456,63542,66661,70218,72381,73419,75069,77597,82307,87277,91798,95340,97614,98311,97155,95895,95506,96703,95639,94600,91700,88912,84233,80144,78958,81249,82404,84428,86459,88830,88771,86863,85660,86235,88082,90852,92785,93042,94545,94906,97667,99682,105179,109167,112185,113440,115373,118874,120903,122964,122474,123045,120144,117351,113657,115179,119833,126162,130548,131292,130410,130082,133131,137858,143159,147718,151859,152746,151235,148661,149549,153726,161560,167688,172173,173028,174478,177418,181392,186521,191270,196004,198932,201225,203498,205450,205887,206344,207892,209266,210577,210357,211733,213311,215162,215251,213232,213273,216316,220783,223410,226348,227990,230503,230089,229905,228849,228035,228430,228459,227074,226020,225253,224947,224139,223602,223127,222211,221636,221617,221125,219403,216968,214495,213212,210348,207697,203624,203222,203325,203929,204374,204847,205191,206119,205932,204565,202497,201463,202125,201392,199457,196654,194056,191205,189923,188163,186940,185834,186345,186748,185371,182971,181699,181706,181236,181488,180774,180677,179962,178697,176781,174558,174563,175318,175847,175464,175515,175562,175091,175358,177123,180893,184030,186467,187206,188118,189284,189974,190434,189606,190080,191054,191883,191619,191496,192079,193506,194444,194802,195485,196433,198887,201276,201894,201914,201615,202044,202830,203180,203983,204760,206260,207459,208407,208618,209993,210871,212406,212796,213960,213755,213678,213405,213882,214861,215177,216203,216832,217714,218626,220584,221072,222482,222738,224519,225581,227203,229437,231488,232492,234551,235186,236933,238693,242619,247078,251055,253422,254908,254821,254588,253272,250792,249761,249700,252303,253194,254580,253974,254610,254676,255883,255884,257847,259968,261493,261102,260357,260965,262160,264072,266376,269002,271545,275244,278232,281584,285192,289849,293735,297248,300252
276374,9107,Highland Park Southern Tip,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,,,,,,,,,,,,,,,,,,26114,26607,27294,28516,29986,31612,32934,33937,34489,35654,36696,37507,38030,39168,39956,41008,40908,40967,40738,40925,41575,41130,40962,41124,41246,40559,39636,38855,39124,38780,39593,40415,41753,43088,43982,44346,45227,46129,47926,48762,49084,49024,48823,48938,48307,47441,46532,46396,46541,46444,46258,46541,47311,48070,47905,47243,46355,46303,47124,47419,47125,47284,46543,46252,44966,45349,46053,47366,48870,50083,50009,50641,51117,52820,55259,57657,59694,59791,59640,58986,58975,59183,59673,59088,58511,57028,55671,54249,54578,55932,57899,59864,60794,61363,62801,65125,68070,69833,71693,73543,74414,75185,75519,77183,78242,79751,80082,81084,81255,82840,84100,84873,85718,85996,87083,86423,87579,87807,88955,88771,89361,89684,90103,91062,91285,91234,90203,90782,91835,93227,93142,92417,92035,92363,93165,93146,93042,92758,91812,90127,87812,86623,86457,86681,86291,84993,82262,79530,76858,76487,77200,77577,76269,73304,70581,68710,67491,65674,64975,64696,65368,64161,62461,60654,59101,58633,58518,59664,60136,61063,59928,58603,56966,56371,56392,57555,60898,64787,67755,67524,66822,66849,70364,74255,78470,81948,85272,86443,84482,81297,79534,80860,82413,83418,82896,84216,84545,84522,83101,82485,84832,87065,89545,89420,90863,92223,93571,92141,91557,93404,95944,98763,98598,99513,98075,98121,96946,96864,96384,97002,97871,97352,97428,96716,96205,94518,94250,94809,95755,96158,97400,98685,99470,99844,100835,102560,105297,108207,111284,113960,116988,119977,122358,124506,127225,130212,131643,134214,138272,143762,148272,151713,154962,158335,161569,164731,165538,165416,166110,164300,160501,156609,156917,160753,164228,166258,167231,168111,172431,180775,189447,198205,204005,209128,211656,211574,211034,212471,216337,220696,222667,221642,220631,221264,225919,231069,236572,242662,249912,256931
273239,9109,Chimborazo,Neighborhood,VA,VA,Richmond,Richmond,Richmond City,167457,164480,161432,156483,152865,148491,140828,130768,120763,113587,109147,108198,105811,102362,97713,94594,91094,88404,89179,93690,99566,104456,107143,107174,108092,110264,113814,116053,118759,121228,123224,122740,122452,120615,119619,117266,117521,118520,119830,118861,116893,117242,117362,118515,117488,117344,114172,109414,105386,103241,104394,106307,110011,112359,113800,113835,114052,114629,118827,125154,127499,126565,124030,126601,127947,126196,123141,119932,119121,117915,117264,118087,120447,122668,121842,116239,111388,109155,112129,114970,117737,117562,115918,112870,111118,112436,114903,117827,118912,120456,117899,116210,114189,116772,118962,119884,119304,118360,118712,119408,120584,121977,124708,129559,133669,134763,136073,138350,141854,142553,142174,143453,146903,150940,155215,154781,151790,149639,150224,153470,156821,161987,167899,172332,176634,178947,180550,182574,188054,193526,196420,197095,197889,198840,198765,198989,197436,195771,192297,192533,192979,194000,194087,195465,194868,195093,194518,195660,195358,195693,196569,196805,195173,193743,192150,188696,186760,182880,180842,174423,170744,167290,166542,164557,164338,163337,164204,163835,162859,162413,161223,162689,163688,165768,166574,166381,165103,163806,162497,163184,163589,162779,161416,161450,161588,159323,155781,153432,152261,150915,149451,148046,147070,146996,147643,146972,145449,145668,147082,149542,151068,154029,155721,155802,155316,156741,159003,160769,161784,162267,161829,160633,158804,156845,155722,156640,159096,159689,160417,160865,162318,163110,164686,166545,169502,171233,173124,173822,174593,174906,174129,173904,175753,177753,179910,181259,182354,184373,185643,189417,192239,196153,199096,202110,203978,205715,207005,208585,210735,212527,214619,215195,217619,220003,224472,227341,228401,229822,231036,233540,235485,238160,241407,243305,242015,241256,239748,242401,246365,252195,258340,262372,266547,268357,269790,270182,269116,267354,266093,266910,268991,269493,269840,268509,267950,268162,269645,271370,273567,275754,277509,277135,273036,270410,270444,275324,279184,281917,284092,287260,291699,296729,302395,308397,317239,325899,333012
