Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
22473,5202.0,51.2,54250.0,27822.0,826.0,15.878508266051519
22553,13821.0,36.7,92521.0,35048.0,521.0,3.769625931553433
22560,6120.0,46.4,45377.0,21168.0,913.0,14.918300653594772
22639,284.0,63.7,103125.0,104922.0,9.0,3.1690140845070425
22663,1727.0,43.9,59509.0,27507.0,128.0,7.411696583671106
22546,15952.0,36.9,61637.0,26850.0,1976.0,12.38716148445336
22567,3218.0,38.9,54299.0,22438.0,363.0,11.280298321939092
22572,7410.0,43.4,46818.0,19098.0,738.0,9.959514170040485
22579,57.0,65.8,-666666666.0,58370.0,0.0,0.0
22611,8492.0,45.1,76319.0,37040.0,518.0,6.099858690532265
22641,644.0,40.9,58750.0,21393.0,19.0,2.950310559006211
22656,2743.0,41.2,51923.0,23718.0,528.0,19.248997448049582
22709,823.0,52.8,52813.0,23235.0,87.0,10.571081409477522
22724,1708.0,51.8,73229.0,39131.0,122.0,7.142857142857143
22738,1360.0,34.6,34432.0,21536.0,422.0,31.029411764705884
22741,274.0,40.5,56125.0,19315.0,0.0,0.0
22749,312.0,59.2,67143.0,89603.0,37.0,11.85897435897436
22920,4201.0,48.9,62938.0,33153.0,187.0,4.451321114020471
22740,1260.0,45.6,39950.0,24845.0,230.0,18.253968253968253
22801,38142.0,23.0,41200.0,20938.0,10900.0,28.577421215458024
22834,1092.0,38.6,40357.0,30224.0,97.0,8.882783882783883
22841,2867.0,42.5,54722.0,32505.0,354.0,12.347401464945937
22922,2298.0,36.3,45435.0,22019.0,354.0,15.404699738903394
22406,21838.0,36.9,84980.0,34695.0,1239.0,5.673596483194432
22302,17495.0,36.4,94446.0,60048.0,1519.0,8.682480708773936
23359,989.0,39.4,35547.0,16318.0,163.0,16.48129423660263
23416,476.0,26.8,53150.0,17272.0,151.0,31.722689075630253
23418,819.0,48.2,64464.0,27114.0,84.0,10.256410256410257
23420,2882.0,35.2,25573.0,21538.0,789.0,27.376821651630813
23432,1360.0,45.3,85333.0,40270.0,354.0,26.029411764705884
23437,4552.0,41.1,64806.0,26213.0,700.0,15.377855887521969
23438,1899.0,44.5,63897.0,26182.0,25.0,1.3164823591363877
23423,285.0,63.9,24167.0,28242.0,50.0,17.54385964912281
23433,856.0,54.2,67222.0,40184.0,59.0,6.892523364485982
23442,1292.0,38.3,30714.0,19406.0,191.0,14.78328173374613
23455,48765.0,35.7,62949.0,35517.0,3815.0,7.82323387675587
23461,168.0,23.1,-666666666.0,33879.0,0.0,0.0
23488,128.0,72.7,10566.0,14845.0,102.0,79.6875
23504,23272.0,27.1,26361.0,14422.0,7487.0,32.17170849089034
23517,4398.0,32.3,40513.0,33048.0,918.0,20.8731241473397
23669,43132.0,34.5,46209.0,22975.0,6784.0,15.728461467124177
23692,18440.0,45.1,81387.0,38102.0,1106.0,5.997830802603037
23703,26988.0,34.7,60427.0,26540.0,2868.0,10.626945309026233
23832,32263.0,37.2,75942.0,31379.0,1531.0,4.745373957784459
23840,1835.0,39.6,49010.0,21124.0,278.0,15.149863760217984
23845,218.0,51.8,36507.0,25924.0,24.0,11.009174311926605
23847,16090.0,42.7,33784.0,17136.0,3287.0,20.42883778744562
23856,935.0,45.8,42548.0,19010.0,207.0,22.13903743315508
23874,914.0,48.1,39234.0,21399.0,194.0,21.2253829321663
23893,231.0,51.4,29265.0,20870.0,18.0,7.792207792207792
23897,605.0,55.2,49602.0,26401.0,44.0,7.2727272727272725
23899,336.0,51.5,38875.0,22908.0,41.0,12.202380952380953
23917,3666.0,47.1,34018.0,15799.0,594.0,16.202945990180034
23920,3998.0,40.9,38511.0,15262.0,736.0,18.409204602301152
23923,2227.0,44.9,31595.0,16969.0,340.0,15.267175572519085
23950,3397.0,34.7,28390.0,15773.0,1327.0,39.06387989402414
23430,17202.0,44.7,68348.0,33599.0,2315.0,13.457737472386931
23436,1146.0,45.2,99716.0,49081.0,10.0,0.8726003490401396
23451,42355.0,36.8,59017.0,42400.0,3940.0,9.30232558139535
23505,30613.0,28.8,42102.0,27895.0,5326.0,17.39783752000784
23523,7776.0,28.9,28896.0,13904.0,2611.0,33.577674897119344
23702,11715.0,31.6,36079.0,17461.0,2777.0,23.70465215535638
23803,40187.0,37.8,39607.0,20029.0,8763.0,21.805559011620673
23829,2416.0,50.8,60536.0,16993.0,327.0,13.53476821192053
23836,11222.0,40.8,83433.0,38295.0,602.0,5.364462662626983
23839,809.0,45.8,50362.0,24863.0,43.0,5.315203955500618
23841,4190.0,44.8,51074.0,20347.0,448.0,10.692124105011933
23860,30917.0,36.8,40609.0,20406.0,4562.0,14.75563605783226
23401,143.0,36.8,25417.0,12668.0,72.0,50.34965034965035
23405,955.0,60.4,30129.0,22880.0,167.0,17.486910994764397
23421,5078.0,35.5,42426.0,19452.0,1020.0,20.08664828672706
23426,231.0,45.9,31713.0,17481.0,30.0,12.987012987012987
23487,6493.0,42.8,44369.0,22350.0,1012.0,15.58601570922532
23502,22103.0,34.6,47378.0,22209.0,3161.0,14.301226077907977
23509,13297.0,38.2,46187.0,26872.0,1909.0,14.356621794389712
23510,7171.0,30.3,57788.0,36768.0,1765.0,24.613024682749966
23838,16186.0,43.1,103059.0,39737.0,490.0,3.0273075497343385
23065,2068.0,45.6,78008.0,34125.0,53.0,2.5628626692456478
23015,4388.0,44.0,76620.0,30173.0,525.0,11.964448495897903
23030,4907.0,48.3,48102.0,26256.0,539.0,10.984308131241084
23063,5625.0,39.1,61938.0,24780.0,490.0,8.71111111111111
23066,565.0,48.9,50313.0,32800.0,8.0,1.415929203539823
23068,337.0,54.9,46944.0,37483.0,12.0,3.5608308605341246
23069,3625.0,45.9,77604.0,27690.0,176.0,4.855172413793103
22935,633.0,41.8,38324.0,19777.0,96.0,15.165876777251185
22802,28401.0,32.4,44837.0,22008.0,5233.0,18.42540755607197
22846,1881.0,35.5,67083.0,31591.0,188.0,9.994683678894205
22932,7516.0,42.2,76354.0,31121.0,553.0,7.357637040979244
22003,58390.0,40.0,93823.0,39118.0,5593.0,9.578694982017469
22032,29574.0,42.5,128483.0,48399.0,1546.0,5.227564752823426
22033,37605.0,35.7,103052.0,48592.0,2166.0,5.759872357399282
22044,13054.0,36.2,72977.0,42772.0,1807.0,13.84250038302436
20139,181.0,50.8,144464.0,47298.0,0.0,0.0
20141,6588.0,38.4,124180.0,44305.0,190.0,2.8840315725561627
20147,57758.0,34.4,122115.0,47367.0,1784.0,3.0887496104435748
20158,4149.0,43.5,120991.0,47915.0,237.0,5.712219812002893
20187,15860.0,40.8,116206.0,44989.0,624.0,3.9344262295081966
24579,1266.0,48.9,39719.0,21008.0,123.0,9.71563981042654
24595,717.0,20.1,66058.0,7475.0,0.0,0.0
24599,394.0,41.6,32042.0,20984.0,103.0,26.14213197969543
24606,386.0,48.5,50923.0,19524.0,34.0,8.808290155440414
24607,452.0,42.1,20806.0,10249.0,188.0,41.5929203539823
24614,7570.0,43.9,33769.0,19509.0,1675.0,22.126816380449142
24628,242.0,53.2,50170.0,21214.0,0.0,0.0
24656,3310.0,47.9,37341.0,18712.0,477.0,14.410876132930513
24165,1125.0,51.6,30139.0,18283.0,225.0,20.0
24225,2033.0,38.4,28427.0,16871.0,285.0,14.018691588785046
24236,3371.0,49.8,32083.0,20717.0,376.0,11.153960249184218
24245,1172.0,37.3,23219.0,15437.0,402.0,34.30034129692833
24266,8526.0,43.7,37569.0,24388.0,1613.0,18.918601923528033
24272,455.0,24.8,23333.0,19183.0,221.0,48.57142857142857
24277,6289.0,42.9,29663.0,15804.0,1337.0,21.25934170774368
24311,1906.0,46.7,38000.0,21546.0,333.0,17.471143756558238
24343,8815.0,45.0,33459.0,21139.0,1588.0,18.01474758933636
24401,35256.0,43.1,45044.0,26392.0,4880.0,13.841615611527116
24448,448.0,40.4,37019.0,17148.0,54.0,12.053571428571429
24471,1011.0,54.2,41154.0,25845.0,118.0,11.671612265084075
24168,324.0,35.4,71520.0,22244.0,0.0,0.0
24174,2579.0,45.8,45030.0,24130.0,299.0,11.593640946103141
24210,16239.0,44.7,39229.0,23820.0,2565.0,15.79530759283207
24221,944.0,40.6,44938.0,17942.0,100.0,10.59322033898305
24226,1713.0,40.8,31765.0,14699.0,423.0,24.69352014010508
24243,2489.0,44.6,34583.0,17954.0,603.0,24.22659702691844
24244,5616.0,44.0,33137.0,17132.0,1220.0,21.723646723646723
24251,8289.0,45.2,40417.0,24923.0,1443.0,17.408613825551935
24415,87.0,50.2,-666666666.0,12768.0,0.0,0.0
20117,2428.0,47.0,103214.0,58414.0,112.0,4.612850082372323
24639,4027.0,42.6,27120.0,14848.0,1336.0,33.176061584305934
24657,440.0,46.7,17868.0,16935.0,162.0,36.81818181818182
24224,6830.0,40.6,34390.0,18214.0,1114.0,16.3103953147877
24228,6636.0,49.9,32612.0,20105.0,920.0,13.863773357444243
24239,180.0,48.4,26250.0,16092.0,17.0,9.444444444444445
24256,3618.0,39.0,28523.0,16507.0,1007.0,27.83305693753455
24273,6755.0,40.5,43781.0,21850.0,1090.0,16.13619541080681
24301,13653.0,44.9,37667.0,22326.0,2387.0,17.483336995532117
24323,584.0,60.2,30441.0,18519.0,15.0,2.5684931506849313
24326,970.0,48.8,28300.0,17224.0,171.0,17.628865979381445
24330,3722.0,45.4,25637.0,16513.0,1039.0,27.915099408919936
24347,1937.0,37.1,52587.0,25406.0,311.0,16.0557563242127
24348,4048.0,48.0,38750.0,25488.0,742.0,18.3300395256917
24361,5206.0,41.1,35060.0,19278.0,689.0,13.23472915866308
24368,4870.0,39.2,45781.0,26230.0,623.0,12.792607802874743
24377,245.0,58.5,52188.0,22670.0,24.0,9.795918367346939
24312,2006.0,45.0,29778.0,15962.0,351.0,17.497507477567297
24412,138.0,42.6,67212.0,27571.0,0.0,0.0
24258,1622.0,48.4,43611.0,21626.0,164.0,10.110974106041924
24325,1052.0,57.0,42672.0,20598.0,230.0,21.863117870722434
24130,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
24246,359.0,43.8,16385.0,9305.0,244.0,67.96657381615599
24411,112.0,9.0,-666666666.0,,0.0,0.0
24476,258.0,50.4,36328.0,26463.0,13.0,5.038759689922481
24570,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
24613,405.0,62.0,19741.0,17886.0,88.0,21.728395061728396
24635,1121.0,38.8,26359.0,12483.0,130.0,11.596788581623551
24649,3123.0,41.8,24820.0,15655.0,773.0,24.751841178354148
24012,29572.0,38.3,44010.0,23400.0,4402.0,14.885702691735425
24646,559.0,45.4,33571.0,20712.0,80.0,14.311270125223613
24015,15825.0,37.8,51028.0,31237.0,1831.0,11.570300157977883
24020,379.0,20.3,-666666666.0,6258.0,0.0,0.0
24092,3070.0,46.9,42373.0,21229.0,440.0,14.332247557003257
24101,6604.0,44.4,64332.0,30044.0,355.0,5.375529981829194
24134,5626.0,41.5,46354.0,24400.0,606.0,10.771418414504089
24141,21702.0,30.7,39808.0,20647.0,5845.0,26.933001566675884
24161,257.0,66.2,21583.0,16673.0,109.0,42.4124513618677
24279,5709.0,39.8,36114.0,16930.0,930.0,16.2900683131897
24079,1825.0,48.1,39969.0,24651.0,251.0,13.753424657534246
24066,4569.0,43.8,48686.0,23319.0,629.0,13.766688553293937
24067,2539.0,43.3,47273.0,21638.0,356.0,14.021268215833006
24076,751.0,60.5,36726.0,18462.0,52.0,6.924101198402131
24082,421.0,53.5,40568.0,16260.0,0.0,0.0
24120,1802.0,51.2,34732.0,21078.0,345.0,19.145394006659266
24122,1889.0,49.8,52096.0,26000.0,129.0,6.8290100582318685
24132,456.0,47.5,18566.0,14490.0,221.0,48.46491228070175
24147,1187.0,53.5,36406.0,22825.0,175.0,14.743049705139006
24150,783.0,47.3,36217.0,18370.0,144.0,18.39080459770115
24176,1723.0,41.9,47115.0,25296.0,387.0,22.460824143934996
24216,2891.0,36.2,29091.0,15730.0,793.0,27.4299550328606
24248,2512.0,48.1,25972.0,16303.0,749.0,29.81687898089172
24265,998.0,46.4,39213.0,21677.0,155.0,15.531062124248496
24270,582.0,50.9,27083.0,17071.0,53.0,9.106529209621993
24290,2469.0,44.2,37279.0,20226.0,465.0,18.833535844471445
24328,1607.0,47.5,47177.0,28436.0,48.0,2.9869321717485997
24374,1012.0,45.6,40140.0,15419.0,136.0,13.438735177865613
24375,1569.0,43.9,40030.0,18047.0,342.0,21.797323135755256
24430,4617.0,39.1,28427.0,11034.0,527.0,11.41433831492311
23602,39925.0,36.7,61343.0,30030.0,4166.0,10.434564809016907
23608,43612.0,31.3,55319.0,24280.0,5380.0,12.336054296982482
23666,49434.0,35.9,55415.0,27662.0,5676.0,11.481975967957275
23824,7730.0,43.9,36509.0,21772.0,1047.0,13.54463130659767
23834,25887.0,39.7,54548.0,27787.0,2411.0,9.313555066249469
23843,514.0,58.4,34438.0,20705.0,148.0,28.79377431906615
23866,2189.0,44.2,53281.0,27671.0,215.0,9.821836455002284
23872,2263.0,43.4,40351.0,26898.0,428.0,18.912947414935925
22643,84.0,64.1,79412.0,62451.0,0.0,0.0
22624,2766.0,40.6,61771.0,28575.0,337.0,12.183658712942878
22627,469.0,58.8,74881.0,65065.0,15.0,3.1982942430703623
22644,2484.0,43.0,57609.0,26857.0,248.0,9.98389694041868
22701,32200.0,36.3,59808.0,28317.0,3610.0,11.211180124223603
22718,497.0,50.6,68673.0,29268.0,50.0,10.060362173038229
22720,1083.0,50.1,74708.0,33758.0,22.0,2.0313942751615883
22731,78.0,25.6,-666666666.0,19290.0,0.0,0.0
22735,1690.0,39.8,66000.0,25259.0,176.0,10.414201183431953
24292,548.0,55.6,30536.0,18223.0,106.0,19.343065693430656
24473,743.0,56.1,37083.0,25873.0,14.0,1.8842530282637955
24237,1235.0,40.8,24545.0,15686.0,378.0,30.60728744939271
24483,1047.0,31.1,46250.0,13993.0,59.0,5.6351480420248325
24485,287.0,49.1,56818.0,23957.0,12.0,4.181184668989547
24503,19111.0,42.7,66161.0,39887.0,1117.0,5.844801423264089
24555,2506.0,41.6,49330.0,20724.0,308.0,12.29050279329609
24563,5335.0,44.6,40000.0,20867.0,720.0,13.495782567947517
24565,1129.0,46.3,34464.0,13178.0,217.0,19.22054915854739
24569,1111.0,49.2,38396.0,21403.0,134.0,12.061206120612061
24586,5949.0,43.1,43452.0,21789.0,733.0,12.321398554378888
24465,1282.0,59.5,51806.0,29229.0,109.0,8.502340093603744
24014,17022.0,44.4,44574.0,32789.0,2215.0,13.012571965691459
24064,4360.0,47.9,67091.0,29983.0,269.0,6.169724770642202
24065,6069.0,45.7,47414.0,25005.0,837.0,13.791398912506178
24085,2043.0,46.5,50107.0,23123.0,346.0,16.93587860988742
24086,231.0,32.0,26188.0,12218.0,93.0,40.25974025974026
24105,942.0,35.9,28914.0,13497.0,447.0,47.452229299363054
24018,37223.0,44.6,66374.0,37394.0,2377.0,6.38583671385971
24059,746.0,45.9,62589.0,39889.0,0.0,0.0
24072,1390.0,40.4,40565.0,18453.0,98.0,7.0503597122302155
24073,29311.0,36.6,51055.0,26819.0,3812.0,13.00535635085804
24088,5058.0,28.9,37482.0,15365.0,764.0,15.104784499802294
24102,1773.0,40.4,42125.0,18680.0,366.0,20.642978003384094
24121,9538.0,51.6,56387.0,33074.0,866.0,9.07947158733487
24124,4236.0,42.5,42623.0,20317.0,615.0,14.51841359773371
24131,31.0,-666666666.0,-666666666.0,,0.0,0.0
24138,1646.0,43.4,64125.0,23216.0,5.0,0.3037667071688943
24139,800.0,53.7,37174.0,17153.0,216.0,27.0
24142,2755.0,19.2,-666666666.0,4338.0,0.0,0.0
24162,1830.0,50.4,43533.0,25736.0,272.0,14.863387978142077
24179,18464.0,42.8,50819.0,25389.0,2262.0,12.250866551126517
24230,8813.0,41.0,32777.0,17210.0,2062.0,23.397254056507432
24053,2901.0,41.4,30365.0,14727.0,695.0,23.9572561185798
24077,1237.0,40.1,47321.0,25305.0,13.0,1.0509296685529508
24090,5138.0,45.4,67206.0,39781.0,406.0,7.901907356948229
24091,6426.0,45.5,46040.0,22608.0,697.0,10.846560846560847
24523,18761.0,46.2,42685.0,23521.0,2470.0,13.165609509088002
24531,9306.0,44.0,39863.0,20697.0,1124.0,12.078229099505695
24550,7698.0,39.9,51980.0,21418.0,1190.0,15.45856066510782
24557,7341.0,51.7,32490.0,21115.0,1198.0,16.319302547336875
24577,4945.0,45.5,37514.0,19319.0,953.0,19.271991911021235
24590,7877.0,39.1,51840.0,25723.0,1051.0,13.342643138250603
24598,1995.0,52.6,43380.0,23299.0,295.0,14.786967418546366
24602,1012.0,54.5,35598.0,16503.0,192.0,18.972332015810277
24603,1266.0,52.1,31701.0,22006.0,161.0,12.717219589257503
24622,858.0,47.2,24750.0,17294.0,239.0,27.855477855477854
24422,6694.0,46.4,39635.0,22744.0,1344.0,20.077681505826114
24093,199.0,47.4,52986.0,16920.0,28.0,14.07035175879397
24137,2893.0,46.3,54979.0,30491.0,336.0,11.61424127203595
24148,7685.0,47.1,40159.0,21112.0,1048.0,13.636955107351984
24202,13195.0,42.1,43996.0,27097.0,775.0,5.873436907919666
24433,99.0,67.5,37500.0,17170.0,7.0,7.070707070707071
24437,1159.0,52.3,96080.0,36286.0,28.0,2.4158757549611733
24445,2207.0,45.4,40697.0,30153.0,606.0,27.458087902129588
24450,16649.0,34.5,48708.0,22887.0,2251.0,13.520331551444531
24457,230.0,51.4,28922.0,15218.0,0.0,0.0
24486,3656.0,34.7,53750.0,22136.0,233.0,6.37308533916849
24472,1673.0,56.4,53729.0,28782.0,75.0,4.482964734010759
24484,1118.0,34.8,39211.0,19763.0,62.0,5.545617173524151
24520,1965.0,48.5,40804.0,30862.0,199.0,10.127226463104325
24528,3289.0,50.5,34835.0,19739.0,528.0,16.05351170568562
24551,21793.0,42.0,73776.0,32632.0,1057.0,4.850181250860368
24592,14529.0,42.8,32285.0,20422.0,3715.0,25.569550554064286
24609,7139.0,44.7,34947.0,19498.0,1318.0,18.461969463510297
24380,2928.0,37.2,51854.0,19768.0,272.0,9.289617486338798
24416,8674.0,38.2,36364.0,19467.0,1602.0,18.468987779571133
24426,14035.0,45.0,43756.0,23759.0,1824.0,12.996081225507659
23032,221.0,52.5,34118.0,22530.0,44.0,19.90950226244344
23337,358.0,53.3,32130.0,18089.0,57.0,15.921787709497206
23310,4564.0,45.5,36356.0,23017.0,1197.0,26.226993865030675
23356,969.0,54.1,50833.0,39570.0,119.0,12.280701754385966
23357,771.0,32.4,28776.0,12826.0,57.0,7.392996108949417
23358,17.0,-666666666.0,-666666666.0,,0.0,0.0
23413,937.0,50.3,46442.0,30607.0,47.0,5.016008537886873
23434,47846.0,38.0,54802.0,25170.0,7111.0,14.86226643815575
23231,35211.0,38.3,53705.0,26308.0,5371.0,15.253755928545058
23235,29522.0,43.6,67956.0,38191.0,2157.0,7.3064155545017275
23304,143.0,71.9,58773.0,33201.0,0.0,0.0
23306,933.0,48.5,53911.0,29781.0,76.0,8.145766345123258
23316,374.0,23.4,11146.0,7872.0,284.0,75.93582887700535
23320,53339.0,35.6,69475.0,32134.0,3712.0,6.959260578563527
23324,22441.0,30.1,36875.0,18525.0,4418.0,19.687179715698942
23354,276.0,25.4,108750.0,31161.0,10.0,3.6231884057971016
22736,872.0,34.7,83056.0,25722.0,24.0,2.7522935779816513
22742,2185.0,40.4,78796.0,40352.0,132.0,6.0411899313501145
22743,196.0,59.1,120764.0,39989.0,77.0,39.285714285714285
22713,1609.0,39.0,59796.0,25558.0,55.0,3.418272218769422
22812,9048.0,33.9,54048.0,25898.0,649.0,7.172855879752431
22936,4656.0,47.1,104850.0,41340.0,266.0,5.713058419243986
22939,5296.0,36.1,63977.0,28777.0,232.0,4.380664652567976
22958,1473.0,60.8,62596.0,45926.0,115.0,7.8071961982348945
23389,136.0,73.3,-666666666.0,13575.0,0.0,0.0
23114,18676.0,35.7,86763.0,36364.0,780.0,4.17648318697794
23160,3132.0,38.4,-666666666.0,3163.0,7.0,0.22349936143039592
23173,2268.0,20.5,-666666666.0,3216.0,0.0,0.0
23187,155.0,21.2,-666666666.0,3849.0,0.0,0.0
23238,25848.0,42.3,64927.0,42323.0,1982.0,7.667904673475704
23250,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
23313,117.0,54.4,38636.0,24603.0,43.0,36.75213675213675
23398,52.0,67.2,-666666666.0,76908.0,0.0,0.0
23408,38.0,71.2,-666666666.0,14716.0,17.0,44.73684210526316
23414,160.0,54.2,12159.0,12737.0,50.0,31.25
23422,206.0,62.9,42832.0,43181.0,0.0,0.0
23453,35707.0,31.8,66944.0,26232.0,2747.0,7.693169406558938
23460,829.0,21.9,-666666666.0,19173.0,0.0,0.0
23486,210.0,37.9,58512.0,15302.0,10.0,4.761904761904762
23511,8725.0,22.4,89000.0,25122.0,45.0,0.5157593123209169
23551,477.0,21.5,-666666666.0,22970.0,0.0,0.0
23709,64.0,20.5,-666666666.0,22231.0,0.0,0.0
23806,2061.0,19.6,-666666666.0,2761.0,0.0,0.0
23884,89.0,65.2,165234.0,41490.0,0.0,0.0
23891,2183.0,35.2,-666666666.0,4756.0,0.0,0.0
23909,2023.0,19.6,-666666666.0,3201.0,0.0,0.0
23875,10714.0,40.4,62416.0,27479.0,1164.0,10.864289714392385
23970,8326.0,46.1,42582.0,23116.0,1341.0,16.106173432620707
23454,62748.0,34.6,64721.0,33493.0,4624.0,7.369159176388092
23831,33130.0,38.5,66239.0,30510.0,2330.0,7.032900694234833
23937,2330.0,39.1,27803.0,14633.0,422.0,18.111587982832617
23040,4334.0,41.8,47261.0,22278.0,416.0,9.59852330410706
23071,1588.0,56.5,69167.0,43820.0,227.0,14.294710327455919
23156,1446.0,47.3,43400.0,26053.0,120.0,8.298755186721992
23002,11071.0,40.5,53193.0,24940.0,938.0,8.472586035588474
23322,61868.0,39.9,96091.0,34364.0,2428.0,3.9244843861123684
24084,11290.0,45.1,47428.0,24154.0,1082.0,9.5837023914969
24185,1573.0,29.9,44559.0,15864.0,63.0,4.005085823267642
24382,13810.0,46.0,40052.0,22877.0,2032.0,14.713975380159305
24058,387.0,65.4,58189.0,28347.0,0.0,0.0
24112,32773.0,45.1,32566.0,20194.0,6589.0,20.10496445244561
24175,9719.0,48.4,70671.0,33095.0,575.0,5.916246527420516
24280,693.0,49.7,45139.0,25540.0,138.0,19.913419913419915
24413,142.0,57.3,56429.0,31679.0,12.0,8.450704225352112
24474,501.0,50.4,30566.0,15957.0,35.0,6.986027944111776
24083,2277.0,46.4,91295.0,47678.0,15.0,0.6587615283267457
24578,866.0,48.8,47143.0,26195.0,38.0,4.387990762124711
24637,4070.0,41.5,53320.0,23270.0,311.0,7.641277641277641
24460,1501.0,51.7,65093.0,31483.0,110.0,7.328447701532312
24527,2924.0,44.0,49620.0,22262.0,302.0,10.328317373461012
22309,32207.0,36.6,81458.0,37930.0,2807.0,8.715496631167138
22314,29600.0,40.0,117037.0,79403.0,2809.0,9.489864864864865
22408,27405.0,34.9,84551.0,32200.0,1951.0,7.119138843276774
22433,215.0,52.3,81326.0,31740.0,35.0,16.27906976744186
22437,964.0,46.8,48750.0,22098.0,56.0,5.809128630705394
22488,1486.0,43.5,43942.0,26946.0,146.0,9.825033647375506
22554,52564.0,33.7,103818.0,37370.0,2468.0,4.695228673616924
22601,28401.0,35.3,44572.0,25754.0,5314.0,18.710608781380937
22931,288.0,58.6,64550.0,53156.0,39.0,13.541666666666666
22943,298.0,54.8,63250.0,28103.0,65.0,21.812080536912752
22948,182.0,56.8,97841.0,39504.0,0.0,0.0
22963,14936.0,42.1,71723.0,34752.0,826.0,5.530262453133369
22972,250.0,49.2,31016.0,33086.0,45.0,18.0
22711,10.0,-666666666.0,-666666666.0,,0.0,0.0
22722,345.0,43.2,73313.0,34678.0,18.0,5.217391304347826
22815,8251.0,37.5,51949.0,28713.0,757.0,9.174645497515453
22820,161.0,65.3,29250.0,16509.0,15.0,9.316770186335404
22830,1944.0,43.1,47936.0,20087.0,291.0,14.969135802469136
22832,1293.0,44.5,56169.0,27402.0,125.0,9.667440061871616
22835,11374.0,45.5,44817.0,25388.0,1369.0,12.036222964656233
22844,4358.0,46.0,41984.0,25040.0,597.0,13.69894446994034
22849,4730.0,43.1,45833.0,23601.0,397.0,8.39323467230444
22968,10353.0,40.4,70139.0,27952.0,1219.0,11.774364918381146
22303,13144.0,37.0,83281.0,48039.0,914.0,6.9537431527693245
22307,10272.0,41.8,103143.0,61723.0,333.0,3.241822429906542
22427,3702.0,31.5,42232.0,20651.0,447.0,12.07455429497569
22460,1568.0,46.5,43229.0,26317.0,202.0,12.88265306122449
22503,4372.0,52.0,55611.0,29641.0,397.0,9.080512351326623
22508,13767.0,44.0,73876.0,33759.0,1308.0,9.50098060579647
22578,2096.0,58.8,55078.0,40838.0,136.0,6.488549618320611
22603,13678.0,45.7,56944.0,31055.0,960.0,7.018569966369352
22630,31009.0,40.0,60977.0,29163.0,2762.0,8.907091489567545
22645,3638.0,44.8,50202.0,29258.0,453.0,12.451896646509072
22657,10508.0,41.7,54238.0,27214.0,954.0,9.078797106966121
22664,9095.0,42.1,43951.0,21917.0,1777.0,19.53820780648708
22715,1723.0,47.4,99926.0,31217.0,47.0,2.727800348229832
22719,472.0,55.3,33969.0,18457.0,79.0,16.73728813559322
22726,607.0,33.9,40066.0,21257.0,210.0,34.59637561779242
22727,4683.0,45.5,52453.0,24853.0,430.0,9.18214819560111
22730,43.0,73.3,-666666666.0,20533.0,0.0,0.0
22716,1119.0,45.9,55200.0,31227.0,160.0,14.298480786416443
22732,348.0,32.5,71429.0,21909.0,0.0,0.0
22734,3717.0,31.0,67125.0,22482.0,233.0,6.268496099004573
22810,690.0,60.8,41442.0,26017.0,0.0,0.0
22821,5894.0,38.4,49945.0,23914.0,566.0,9.602986087546658
22850,839.0,40.7,50341.0,20827.0,157.0,18.71275327771156
22851,6157.0,41.1,34889.0,17163.0,1472.0,23.907747279519246
22901,32149.0,40.4,58566.0,38133.0,3276.0,10.1900525677315
22903,39607.0,26.6,47192.0,30440.0,10291.0,25.982780821571943
22015,44657.0,38.5,120575.0,46393.0,1713.0,3.8359047853639967
22031,31329.0,35.3,106728.0,47975.0,1820.0,5.809314054071308
22448,826.0,23.0,52143.0,21625.0,32.0,3.87409200968523
22476,633.0,41.9,54265.0,19775.0,44.0,6.9510268562401265
22529,434.0,56.9,33096.0,18973.0,163.0,37.55760368663594
22542,1335.0,42.2,71615.0,29173.0,123.0,9.213483146067416
22620,2350.0,48.2,87353.0,39951.0,125.0,5.319148936170213
22625,4414.0,33.0,74458.0,27516.0,443.0,10.036248300860898
22637,1619.0,53.4,69607.0,33573.0,55.0,3.39715873996294
22650,1256.0,37.8,54487.0,19709.0,247.0,19.6656050955414
22655,19449.0,35.9,76113.0,30700.0,1088.0,5.594117949508973
22548,57.0,58.5,-666666666.0,58465.0,0.0,0.0
22514,2451.0,44.6,49271.0,23579.0,239.0,9.751121991024071
22534,2961.0,33.4,58854.0,20248.0,284.0,9.591354272205336
22535,362.0,52.3,51100.0,38654.0,54.0,14.917127071823204
22640,845.0,49.0,57949.0,26230.0,68.0,8.04733727810651
22642,3912.0,37.1,76198.0,28685.0,415.0,10.60838445807771
22652,1263.0,49.6,64432.0,30271.0,83.0,6.571654790182106
22660,1984.0,37.0,57813.0,25441.0,61.0,3.0745967741935485
22728,3193.0,41.4,96667.0,36281.0,175.0,5.4807391168180395
22733,1496.0,40.1,59097.0,27533.0,0.0,0.0
22737,3313.0,39.5,75585.0,26488.0,249.0,7.515846664654392
22811,426.0,50.3,32262.0,23584.0,58.0,13.615023474178404
22824,5865.0,46.2,52805.0,27933.0,432.0,7.365728900255754
22831,946.0,37.9,54116.0,23877.0,55.0,5.813953488372093
